,comment
1039808, 得不到的才珍贵
1749659, 昨天看了第二遍
1765625, 韩国型的好片～
23985, imax就是赞
2116886, 还是喜欢树懒。
875546, 全场从头笑到尾
877575, 五星推荐~啊~
2100299, awesome
2119007, 真是好看的不行
1761380, 别样的丧尸故事
768549, 无与伦比的美丽
2120209, 做人当学尼克狐
629795, 金刚友情出演！
2120213, 眼泪都笑出来了
1765616, 僵尸片可以感人
2106407, 真～很～好～看
886128, 五颗星全给徐铮
2103368, ！兔子好萌啊。
886154, 笑死哥了！！！
2112517, 萝卜妹，加油！
2103374, 又一经典卡通片
1244985, 喜欢这样的故事
2122290, 很棒！值得二刷
1697, 竟然想到很多。
1749552, 不得不佩服棒子
2103367, 想看，很喜欢！
2117874, 满分不怕你骄傲
1733626, 想要活着不是罪
892239, 看完就开心！！
2103391, 卧槽必须喜欢啊
2122294, 这cp我站了。
567654, 可爱的幽默感～
2117882, 励志激萌样样有
2106356, 非常好看！！！
772308, ms.chen
2095824, 就是要给5星呢
778310, Romance
2095820, 很不错的动画片
627492, 抢亲那段笑死。
770745, 如果 没有如果
2092452, 好多年没笑哭了
1243081, 支持韩塞导演。
1250205, 有深度，有内涵
2112569, 不错，生动有趣
1744231, 亚洲版行尸走肉
2115636, 无法言语的美妙
776087, 你值得更好的人
2122277, 皮克斯压力好大
1029690, 五星不是乱给的
1761482, 紧张害怕又感人
887784, 太欢乐了，真的
1752746, 人性的恶与善。
1733617, 好看是硬道理！
652575, 5星，不解释！
2110344, 又可爱又好看！
1746423, 真的好看 震撼
875176, 喜欢喜欢喜欢啊
1046608, 国产青春片最佳
1024539, 岁月深处最动人
652660, 笑着哭才是重点
2123164, 萌萌哒，好喜欢
11102, 脑残粉，不解释
1731469, 唉  拍的真好
1770506, 最可怕的是人性
2123137, 刚看完，墙裂推
1038351, 超出想像的好看
1754956, 老套路。真感动
2110331, 喜欢朱迪的声音
2110339, 给你惊喜的片子
2123145, 可爱！！！！！
2123143, 😶😐😯😮😌😬😆
1739702, 看完后百感交集
1771456, 为人父，之所感
2109733, 萌上了狐兔cp
1319914, 好好看。喜欢。
2099112, 你知道你爱我。
2099110, 搞笑中的哲理。
771818, 哭成狗。。。。
1770456, 对人性的思考。
2120767, 好看，老少皆宜
2120766, 好看，老少皆宜
884505, 拍的确实不错~
1746373, 惊心动魄的感动
2094043, 暑期最喜欢之一
2098587, 冲着树懒给5分
1042378, 感觉自己是傻逼
1215102, 没理由 就好评
1771516, 万恶的资本家…
1213140, 很值得再看一遍
2099065, 竟也感动的哭了
1763517, 8分 2分鼓励
1763591, 什么最可怕，人
1770616, 震撼，细节感人
20685, 依旧热血沸腾。
1248276, 会让人难分难舍
877050, 从此成为冰冰棒
2099002, 跟女朋友去看的
2104914, 名副其实啦~~
652584, 个人觉得很不错
2123095, perfect
1763564, 人比僵尸更可怕
1746548, 节奏紧凑，好看
1213672, 年度良心电影！
25186, 钢铁侠好帅……
2110226, 大爱狐尼克～～
883374, 和壮壮一起看的
2123099, 很不错的电影。
1747466, 啊啊啊啊好紧张
1771324, 不能评价 佳片
568580, 我最爱的高富帅
1746581, 丧尸片看到掉泪
1754872, 深刻 太感人了
891519, 2b青年欢乐多
2105398, 为啥能这么好看
1037775, 哭成狗了。。。
2110295, 小尾巴一本满足
655027, 好久没这么笑过
652650, 文章演的确实好
2120780, 迪士尼一生爱~
1746489, 韩国电影很可以
2098595, woooow！
1244257, 男人旅行的故事
2104885, 被狐狸苏死了！
570334, 骚包闪闪惹人爱
2104889, 被尼克撩了一脸
2094090, 老夫的少女心。
1033681, 白玫瑰与红玫瑰
882406, 很久之前看的。
1763550, 玩坏了的丧尸片
1242947, 给人另一份思考
2094027, 等我在看十遍吧
2118505, 好看，值得推荐
25920, 喜欢就是喜欢 
1753934, 孕妇老公帅炸裂
1755174, “这里更可怕”
15439, awesome
1046334, 闺蜜活出了彼此
1317155, IMAX才给力
570356, 高富帅技术宅！
2121033, 好看到哭😭😭😭
779208, 做一场电影梦吧
2105531, 励志搞笑，自勉
1033540, 淋漓尽致的友情
1764310, 和你一起看的。
2099153, 我喜欢那只狐狸
2105537, 超级好看的电影
771419, 堪称神作啊这部
2093922, 还是应该追梦的
2121030, 超级超级超级赞
571671, 大叔真的很灵！
1753901, 亚洲的丧尸电影
2122833, 我爱上了兔子。
565981, 小罗伯特唐尼。
1763232, 只有家人最爱你
567107, 小罗伯特唐尼。
771389, 感动，投射自身
889977, 去贡献了下票房
1771862, 一个人一个人性
624662, 原著还原孙悟空
2109641, 给满分不怕骄傲
565982, 偶像啊，有钱淫
564840, 全程高能笑点！
1763270, 多做好事多锻炼
1739352, 最险恶的是人心
626973, 狂笑不止。。。
776649, 也许，只是也许
2093990, 老少皆宜的佳作
877240, 搞笑就够了！！
2110419, 一流电影，值！
886869, 年底就该这样。
2109665, 给个高分就走人
773749, 满足所有意淫！
1249672, 好看，有深度！
1771616, 人性永远最可怕
1028209, 今年最佳国产片
1033576, 周冬雨开挂了！
1739381, 现实主义丧尸片
1747639, 超感动 看到哭
2110402, 有主题又搞笑。
2094679, 很棒很萌很可爱
1771564, 开往人性的列车
1755044, 人心比丧尸可怕
1764264, 大叔好有安全感
1024474, 不尴尬，挺好看
2094009, 喜欢那只树懒。
2105497, 真正的动画片！
15251, 好看 场面华丽
1754013, 人性面前的灾难
769462, 看得呜哇呜哇的
1248209, 后会无期，青春
2098481, 奥斯卡就你了。
2105519, 冲树懒给5星！
1248383, 比格高的可以~
2094699, 能体会到一点。
1069, 惹！好看的呢！
1046343, 蛮喜欢的7.9
767168, 好想 谈恋爱啊
15397, fuck me
2098499, 很用心的电影。
571662, 经典动作设计呀
1084, 都成段子手了。
891759, 笑哭了....
1739738, 人性真是冷漠啊
2093962, 看政治 看现实
1763373, 无话可说，五星
1771660, 反正我是哭了 
1245399, 就是love.
1240459, 感觉还是不错的
2118380, 树懒。。太磨人
5978, 脑残粉在这里~
1243324, 希望能过好一生
767940, 最后一幕很难过
653655, 酸......
771704, 好看到cry！
571587, 小萝卜充满魅力
1731637, 真是很好看哦。
890122, 憋尿看完。。。
1771047, 好看。丝丝入扣
2109919, 太喜欢树懒啦！
14992, 五星，给特效！
891649, 不错！！接地气
2110040, so good
2110038, 美国梦的乌托邦
2110044, 配音真的很棒！
1763785, 灾难片显人性呀
1763958, 比生化危机好看
2105108, 妥妥的两遍看完
1244231, 很值得让人反醒
2110084, 小故事 大哲理
2098866, 老少皆宜的动画
891558, 太可爱了哈哈哈
2118319, 两刷 逆天神作
2116292, 好看，非常好看
262902, 其实拍的还好吧
571546, 么么么么吗萌萌
2098851, 哈哈哈，树懒！
25311, 没有第一部好看
2122949, 好看！好笑！！
1191, 玩儿太大了吧～
890070, 范爷！太美了！
652594, 万恶的国语配音
20809, 廖先生喜欢看~
2118259, 有爱～超级赞～
875066, 笑的肚子疼~~
1747143, 人渣害人害己啊
2118300, 搞笑的难得好片
1763905, 好看，吓死人了
1770871, 差距明显，啧啧
2118289, 国语也好看！！
2122984, 太可爱了小兔子
1024887, 是七月也是安生
2094369, 树懒树懒树懒!
2116300, 好多老电影的梗
2094376, 前半段很像我。
10874, 我觉得很精彩啊
2098772, 票房破10亿了
2109993, 超级萌 超有爱
2120880, 实在太好看了~
15032, 脑残粉又如何。
1754443, 还是，挺吓人的
1322668, 爆米花片很赞哇
1770917, 一如既往的推荐
275214, 一起打怪兽~！
1754329, 喜欢蓝衣服大叔
2105134, 喜欢。太可爱啦
2094427, CG的效果大赞
1754458, 韩国春运既视感
2109931, 摒除傲慢与偏见
1763918, 人心真的好可怕
1215123, 当一个人成了谜
2110008, 经典美国梦的再
1033988, 看完心里堵得慌
875083, 不错，冰冰很美
1770976, 哭成狗 好好看
1746982, 太感人了ಥ_ಥ
1737325, 惊悚片看哭了。
1731741, 丧尸迷不可错过
2110030, 尼克狐实力撩兔
1043560, 青春多美好啊。
779064, 结局略意外啊~
1770689, 生日快乐，秀安
776908, 质朴动人又可爱
2098670, 好看，强烈推荐
2118238, 好看的没话说l
1248292, 只让人脑洞大开
767210, 罗曼蒂克的复兴
624731, 舒淇加一颗星！
773974, 仔细看啊 很棒
1771262, 明天眼睛要肿。
1771266, 结局好讽刺。。
2110180, 从此爱上了树懒
2120943, 动物们都超萌~
632290, 国产的难能可贵
2118360, 充满力量的电影
25632, 期待三中~~~
566002, 大爱唐尼！！~
2116211, 电影非常好看！
1746590, 哭成傻逼了都…
2120957, 牛逼 肥肠牛逼
2116222, 节凑超快超精彩
2110212, 最棒 没有之一
11023, 要的就是嗨劲！
2098972, 硬四星 软5星
654527, 有点惊，好搞笑
2094235, 黑人白人的纷争
1771186, 不一样的丧尸片
1754253, 有多少星我都给
2094526, Shakira
1746755, 韩国僵尸跑得快
1734273, 好莱坞水准无疑
2094510, 给大人看的动画
2098893, 良心之作～～～
2098710, 心里满满的尼克
2105280, 有不一样的寓意
2110122, 迪斯尼的神作！
1763711, 好干脆的僵尸片
878709, 和胖胖一起看的
1754268, 人性的善与恶。
2105374, 又萌又苏！！！
1747394, 心疼中国电影…
1737192, 三个字，好电影
14916, 这片爽了就行了
1246738, 国产电影的惊喜
2110168, 最好看的动画！
776904, 当爱已成往事。
1168, 段子太有意思！
2122917, 值得一帧一帧的
571529, Geek的最爱
1770723, 考验人性的光辉
2094216, 超好看的动画片
882360, 你好神，徐铮！
776791, What if
1242971, 岳父果然是岳父
2110139, 很不错。良心作
10993, 爱里面的人物！
1737212, 僵尸片都看哭了
1038203, 哈哈哈哈哈 甜
2110543, 神作，不解释。
571694, 脑残粉前来觐见
1771865, 孔侑演的真不错
269101, 不错的，赵又廷
2093490, 此处应该有掌声
1025367, 想起了不少往事
2093488, 撩妹满分的狐狸
1248111, 相聚时难别亦难
1243295, 共鸣的理想生活
2095028, 好看，刷两遍啦
2105868, 巅峰之最！完美
1733873,   演技杠杠的
2098202, 有搞笑又有感动
2104344, 细节做的很棒～
889902, 没头脑与不高兴
773602, 一个悲伤的故事
2104356, 哈哈哈好好好看
568774, 好看好看！！！
2095012, courage
2111140, 满满都是正能量
2109273, 超级喜欢这一对
565255, 必须看的电影！
1748504, 僵尸战斗力五星
1029062, 哭了4次，意外
654023, 很恶搞，很感人
2118652, 非常！非常棒！
571822, 做人要做斯塔克
2120547, 很棒的观影体验
2099533, 好看，喜欢闪电
1755851, 绝望 还是绝望
1046769, 周冬雨演技爆棚
1772546, 各种人性的展示
2123434, 16年最佳动画
2122622, 实在太好看了！
2093470, 很喜欢！！！！
2118644, 最近看过最赞的
2104305, 爱上了一只闪电
1748457, 动车上应景看完
2109226, 简单粗暴：好看
2093458, 国外动画必好看
2118645, 我老公好帅……
886498, 笑出眼泪了都~
14474, 脑残粉必须五星
1731176, 看完睡不着了，
1762755, 不恐怖，好看！
1024032, 周冬雨美cry
2122671, 各方面都很完美
570429, 为复仇者做功课
1246924, 无限回味的电影
1753632, 主题人与人自私
887978, 好开心啊 喜欢
1736971, 胖叔两口子真棒
2094953, 萌萌哒又感人~
565143, 比港囧强多了 
2094946, 很励志的电影，
2093530, 励志的动画片。
565686, 好看，有人哭了
2111012, 好评基友推荐的
1033231, 2017（1）
627011, 还是有点混搭！
1769948, 哭了(T_T)
1324143, 原著党心满意足
2099457, 免度最佳动画片
1769917, 幾乎完美的劇本
1248121, 想说得太多了。
568335, 不错，很好看!
274511, 是否真实的成分
2122643, 毛茸茸的大话题
652521, 星爷顿悟了……
1755774, 走心的深度电影
2120587, 诙谐中的战斗机
571789, 帅到哭呜呜呜呜
883937, 宝宝自拍是绝招
1762750, 最后看的泪奔了
2109289, 刷几遍都不为过
2109287, 绝对一流的影片
2111043, 我就给10分！
773607, 人生若只如初见
876861, 还是看喜剧好！
1755721, 不仅仅是丧尸片
2122663, 画面细节不错！
20247, 快银死了不开森
1321361, 好看的盗墓电影
1215007, 金山人民支持你
2104214, 好看，富含道理
1764808, 人间自有真情在
769278, 一言不合就跳舞
628822, 没想到这么好看
2099604, 看了开心一整天
570023, 看了四遍!!!
654215, 一如既往的给力
1748599, 恨震撼，推荐。
1037313, 从踩影子开始哭
2104221, 我爱上了狐狸！
1046804, 好看 啊啊啊！
1039093, 催泪效果一等一
285581, 比预期好很多。
2099585, 喜欢中文配音！
2104216, perfect
2116660, 不错，老少皆宜
570467, 爱上女主角了~
873793, 全家笑翻了~~
2118098, 难得一见的佳作
2123520, 为尼克狐给五星
1500, 也没有比一差啊
2115917, 想嫁Nick😂
2093314, 今年最佳卡通。
1769709, 哭，成，傻，逼
887036, 很不错，很欢乐
2104175, 动画片中的杰作
1213170, 文艺的公路喜剧
2093318, 喜欢，看了两遍
1769710, 看哭了，好好看
2093290, 细节做的太萌了
2093292, 毛茸茸的朱迪！
2099633, 满屏都是毛茸茸
24561, 颜值第一就够了
2111390, 美国核心价值观
891300, 太搞笑了！！！
1248052, 逼格很高的电影
1737571, 有心疼的时刻。
2120530, 非常棒。！！！
2111379, 老少咸宜...
1764810, 被胖大叔帅到了
626697, 这是一部悲剧~
628016, 不是喜剧的喜剧
889870, 二逼青年欢乐多
2118679, 树懒梗够笑一年
14335, 越看越像玩塔防
2104179, 不给五分意难平
570014, 绝对是超级劲爆
1042059, 无渣男，不闺蜜
888520, 笑到肚子疼~！
1042069, 冲制片人的名字
262117, 竟然意外的好看
2095072, 看了三遍，喜欢
2099544, 不错的动漫电影
2093416, 毛绒绒信息量大
2093420, 搞笑又充满温情
2111241, 不多说，看哭了
1764781, 牺牲者总是伟大
1324155, 分分钟爱上舒淇
21530, 豪华版塔防游戏
1755875, 9分，看的难过
1762603, 我觉得挺好看哒
2099539, 好看，看了两遍
274417, 烂片，累觉不爱
1239942, 很有韩寒的风格
887026, 好久木有这样笑
626705, 哈哈哈哈笑死了
1753407, 人性，都是人性
1745313, 好看到要吐出来
2115937, 树懒真是萌死了
1243708, 隐喻很强的片子
1241147, 五星是給朴树的
2093391, 喜欢那只小狐狸
1245729, 感觉还行，，，
2095087, 五星，很有意思
890319, 完了是我笑点低
2111245, 勇敢智慧的朱迪
1772608, 最可怕的是人心
889877, 我是宝宝儿啊~
1029089, 能让我想起初中
776441, 我不忍心二刷。
1771954, 幸好给了希望。
2093765, 完成一切不可能
1753803, 人性的优缺点！
571419, 这个其实很好看
2110651, 论动画片的政治
771329, 为音乐加一颗星
1249409, 喜欢插曲女儿情
2105666, 一句话：超赞！
2099245, 成长励志~~~
1245353, 为了文艺而文艺
2104651, 包揽明年奥斯卡
2099232, 5星给树懒和狼
1755309, 人性是多变的。
1248407, 第二遍才能看清
1747910,  全程无尿点 
1245587, 出乎意料很好看
1245586, 笑着笑着就哭了
2098356, 喜欢一切动画片
891436, 笑人~~ 哈哈
1024253, 你是我 我是你
2094824, 很好的一部电影
1318523, 演员选得太棒啦
1046306, 周冬雨演技开挂
14611, 为什么打低分？
1033380, mtt你还好吗
2122776, 哪里能买周边？
1772057, 不错 还行吧~
281937, 五分全是给特效
567072, 小呆最可爱了 
2098350, 朱迪警官值十星
15561, 百丽宫18.8
1745900, 小女孩演技在线
777025, 愿音乐永不停止
2105685, 完美的动画电影
777024, 她成功了他也有
1771899, 年度温情丧尸片
1214354, 一句话  好看
10323, 大胸美队很可爱
2110589, 刷三遍都不为过
1731360, 被孔侑彻底圈粉
2105588, 一句话，树懒！
1763173, 好莱坞套路十足
1248189, 很生活化的电影
1038601, 喜欢里面的歌曲
2093851, 树懒说话好可爱
2116459, 值得一看的电影
1048, 好吧我是脑残粉
2093863, 喜欢这样的电影
2094747, 这个真是没得说
1764364, 给马东锡5分。
2098412, 最后一部呢。。
2110562, 其实也是烂片。
1245374, 是韩寒的风格~
2110569, 狐狸爱兔子的吧
2094754, 超级喜欢兔子。
1747800, 在电影院爆哭了
2123273, 想二刷，约不？
2110566, 真诚，值得一看
2118195, 好评！值得去看
2093796, 就是好看哇哇哇
2116061, 太好了 要去看
2109540, 值得一刷再刷！
11227, 动作炫酷就够了
1246823, 鲜明的韩寒烙印
2109545, 太好看了！！！
2099220, 好片，值得推荐
2122817, Awesome
2110631, 对我而言很励志
1044932, 安生爱七月更多
768800, with u.
5856, 奥创太弱了……
776623, 永不永不说再见
2098408, 建议去影院看。
2093819, 不用多说了吧～
2094776, 超超超超喜欢！
571429, 小罗伯特唐尼！
1763162, 看得好得劲啊！
873694, 还想再看一遍！
1764583, 一言不合就开车
779378, 啊 说不出话来
2118148, 诚意与深思齐飞
768069, 好几次热泪盈眶
1769992, 好看！看哭了…
1239958, 爱韩寒，没商量
889943, 看了一遍又一遍
2118592, 很好看，很可爱
2109359, 手工点赞！最佳
570413, 等着看第二部。
2109362, 自己去看略心酸
11380, 直接五星不解释
655043, 是他  就是他
2099355, 喜欢朱迪和尼克
26210, 那韩国人真漂亮
1028033, 从此爱上周冬雨
2105758, 赞！！！！！！
2121089, 看一遍觉得不够
1745753, 好厉害，词穷。
1044870, 愿无岁月可回头
654877, 挺搞笑的就是了
2110942, 还不错，萌萌哒
2093602, 很赞的一部电影
881155, 2013年7月
768675, 好看到飞起来~
2093613, 很搞笑，好动画
2116596, 想嫁狐狸！！！
20304, 悉尼纪念日英文
1764613, 相互道别后离开
2118137, 成人世界的烦恼
2118140, 下车的树赖……
2110963, 超级好看！！！
1323487, 摸金范，喜欢。
2118142, 满满的都是惊喜
2104505, 看的心情特别好
2116589, 可爱好玩我喜欢
2099366, 喜欢！！！❤️
1764611, 人比丧尸更可怕
1317060, 不错，值得一看
1748294, 是好看的！！！
564729, 真的挺不错的！
779325, 好看的都要哭了
2110732, 这才是动画吧。
5811, 超级英雄我的爱
1324113, ！！！！！！！
888013, 黑马 惊喜很好
2109442, 意料之中的好看
2122764, 很不错！大赞！
1739867, 很不错的片子。
1763046, 最可怕的是人心
1245636, 感觉很好的片子
1748086, “这里更可怕”
2121079, 简直苏了一脸血
2105700, 场景非常棒。。
1046291, 两个女主演技好
1044883, 活成彼此的样子
2098295, 16年最佳动画
1737009, 蛮有视觉冲击的
2105744, 又一部高分片子
2094897, 好看！超好看！
15705, 那个妹子是谁！
2093669, 狐尼克 兔朱迪
2110819, 很现实，很感人
2118157, 多一分让他骄傲
883794, 笑的喘不过气来
2109395, 太太太好看了…
1240089, 超文艺，超赞！
2110768, 一个美好的世界
875249, 笑得都要打人了
1753729, 标准的剧本范式
2098309, 迪士尼的都喜欢
876909, 他妈么的基情了
2122736, 必须五星推荐啊
1249748, 喜欢这风格……
1250276, 不浮夸的人生作
1736118, 最佳恐怖片。。
2114707, 全程专注的看完
1767294, 全程都超紧张！
2100822, 喜欢小兔子⋯⋯
1324317, 乌尔善不错啊！
773129, 2016年最爱
1730127, 确实是好电影！
2124413, 这个笑话真搞笑
1248978, 看了两次，哭了
17232, 只看特辑和演员
1742448, 好刺激啊qwq
2101075, 👍👍👍👏👏👏👏
880883, 很不错的片子。
1240770, 喜欢炸房子那段
2096570, 与你一起看过。
2101894, 满分不怕你骄傲
28649, Twice!!
887341, 真的很好笑。。
1044057, 年度最佳国产片
2091265, 简直太美好了！
1026613, 看过很暖，很美
1735361, 看得我，好怕😒
2119966, 不好看你砍我！
2101409, 了不起的迪士尼
2096237, 给成人看的动画
2100825, dxx可好看？
1767971, 绝对五星的佳作
2102677, 喜欢励志的兔子
630204, 星爷无条件五星
2236, 为了我队和我锤
2096985, 兔子狐狸好可爱
1733002, 湖北省荆州市。
23398, 快银居然死了😭
1035518, 吗的从头哭到尾
2117639, 太棒了简直了！
2091242, 我也要NICK
568085, 此人性格，很赞
881458, 整场笑的很开心
2117589, 树獭太搞笑了，
1768015, 很人性的丧尸片
2100783, 细节做到了极致
1316659, 夏雨不够出彩～
2114376, 满满的正能量！
2117648, 残忍的成人童话
2096209, 很赞，大力推荐
569324, 糖泥的性格真好
2124412, 树懒那段笑疯了
880058, 笑死我了！！！
890829, 笑完居然哭了。
2090946, 二刷绝不后悔！
891030, 我觉得特别好看
2096221, 难得的商业电影
1733014, 16.9.14
2091246, 特效棒极了！！
2090694, 伴舞的老虎好帅
2121641, 小人物的大梦想
2113709, 特别特别好看！
2119542, 挺nice..
2124654, 几乎挑不出毛病
1751539, 好好看的灾难片
2119269, 内容意外得丰富
2106813, 细节处都有故事
2101378, 毋庸置疑！！！
2121835, 神作，强烈推荐
889167, 从头笑到尾啊。
23569, 脑残粉，不解释
569646, 一切尽在豪华中
2113778, 真有创意 敬佩
2115321, 闪电⚡无敌了。
767672, 只是当时已惘然
877838, 看的时候很开心
2090926, 主流动画的巅峰
1767908, 活人更恐怖……
2101914, 有一个会撩妹的
1767154, 不会失望的片子
1735649, 后半段开始狂哭
1760525, 我宽恕每一个人
1246067, 青春成长的共鸣
568072, 灰机上看的==
654385, 笑着笑着就哭了
2119348, awesome
286063, 还行，有点感觉
1035385, 交换彼此的人生
882745, 贺岁档很合意！
286112, 对陆川转粉了~
770141, 激动！！！！！
2124452, 树懒太好笑了！
1766173, 人比僵尸可怕！
2124791, 就俩字 好看！
2096988, 年度最萌动画😚
2114395, 动物的种族歧视
1752142, 深入浅出的人性
2114695, 无与伦比！！！
876088, 范冰冰是女神。
892735, 我就一低俗的人
2090931, 实至名归的好片
1214624, 给韩寒的鼓励。
1751870, 看哭了的丧尸片
2101389, 毫无保留的五星
1776201, 看得浑身发抖。
569648, 冲大叔给五星~
2115323, perfect
1036291, 久久不能平静。
1244767, 我喜欢，就够了
2096418, 从此爱上动画～
1242747, 很有韩寒的风格
879963, 一直在笑XDD
567828, 剧情、外形不错
1244618, 韩寒好像更高档
778086, 现实和梦想之间
653368, 功夫版大话西游
1766373, 感动，哭死了。
1243963, 脑残粉，纯支持
889467, 这才是中国电影
2096446, 配角都惊人讨喜
1743128, 丧尸段最吓人。
1743135, 看起来很舒服。
27954, 很精彩，喜欢！
1768079, 灾难面前无人性
880920, 這才像賀歲片嗎
2124360, 出色的成人童话
2096940, 梦想这回事儿～
1738715, 世界和平真好。
22344, 五星好评！！！
1044284, 出乎意料的好看
1247745, 非常韩寒风格~
1766364, 可怕的还是人心
1776325, 看完感觉好绝望
885801, 笑到流泪！！！
7512, 别说了，脑残粉
2091623, 哈哈，闪电好逗
1321984, 我不管我给满分
1216098, 马达加斯加真萌
2107707, 非常正的一部片
1750131, 为什么孔刘死了
884680, 国产越来越不错
2101500, 基本上无缺点。
2102794, 很不错！！！！
2102793, 很赞。很喜欢。
2096150, 喜欢狐狸先生~
2113553, 搞笑中引人深思
1026742, 把生活过得像诗
1760725, 和流感一样好看
2091646, 超级超级喜欢。
1242004, 绝对的韩寒作品
1021748, 周冬雨演的真好
2113558, 政治的两面性啊
2121649, 实在是太好看了
2119880, 已二刷，太赞了
569336," 够邪恶,够嚣张"
2102779, 想自己去看多次
2106760, 非常棒！很好看
2108013, 我们都在动物城
2121885, 最好的动画电影
775835, 最佳摄影，感动
629747, 水妖那段好可怜
2091203, IMAX，完美
1244787, 就是10分！！
2114357, 今年最好的动画
2113685, 年轻人就是要闯
775677, 可以打6星吗？
1243519, 意犹未尽的杂文
1751119, 会去思考的片子
261029, 好虐的片~_~
2117293, 内心住着少女。
882081, 笑点堆积如山。
1752213, 给韩国电影跪了
1760104, 哈哈 屌爆了！
1026620, 总觉得很像很像
883619, 太好看了~~~
1741722, 最近的良心剧了
2115140, 爱上了nick
2113690, 真的很值票价。
1752185, 哎，人性啊~~
2091573, flash～～
2100580, 大写的赞！！！
780361, 好莱坞的青春片
286074, 像《哥斯拉》。
2121642, 不错，很有意思
2119552, 无敌了！膜拜！
1316662, 五颗星给陈坤！
770234, 所有的歌都好听
2100775, 赞，细节很棒。
2113655, 很出色的动画片
2101426, 喜欢闪……电！
2100748, 很可爱的动画～
652868, 还不错呢~~~
1752219, 人物刻画很深刻
2097389, 绝对精彩的电影
2091209, 遇见寻梦的兔子
286158, 特效屌炸天了！
2101424, 动物世界卡通版
1741695, 被同化的恐惧感
2106774, 超级好看！！！
6856, 塔防的至高奥义
2100764, 很精彩的动画片
2114776, 今年最佳动画片
565873, 比煎饼侠高很多
2106773, 尼克这妹撩的哟
2091583, 超级好看！！！
2100754, 树懒超级可爱的
2117072, 3.7 UME
769141, love it
1035970, 周冬雨真的很棒
2119731, 剧情很nice
772969, 为这电影的一切
768270, 悲剧结尾没想到
1751959, 不输行尸走肉。
2113928, 狐尼克是我的。
887385, 为数不多的喜剧
2091390, 好久没看喜剧了
2096333, 我也将会她一样
1026505, 曾国祥的巅峰？
1041561, 你活在我的书里
1040584, 我看哭了。。。
884097, 啊 哈哈哈哈哈
769865, 应该是年度最爱
2122008, 兔兔的暖男狐狸
566504, 当时看的挺爽快
2102472, 迪士尼最强回归
1026504, 出乎意料好看。
2119495, 值得思考的片子
1759613, 做了潮流豆瓣人
885546, 俩字儿，逗，逗
2102473, 好看，兔子好萌
1045846, 周冬雨惊着我了
22501, 就是喜欢~~~
565842, 好看，32个赞
2107837, 口碑与票房齐飞
2117247, 两个字，好看！
2114506, 反差萌到不行啦
2096601, 人性化，有意义
564520, 有笑有泪.很棒
892531, 2012.12
1758627, 群演相當給力。
1031766, 周冬雨让人惊喜
17443, 五星漫威是执念
2119941, 用绳命安利！！
2124819," 真心好看,大赞"
1740948, 韩国电影真是牛
2100924, 最重要是一起看
2107121, 细节处臻于完美
2102533, 高校而不失励志
28159, 黄砖贵族紫薯精
1324379, 2016样样好
768284, 一种情绪。。。
2119779, 零差评的神作~
2097203, 迪士尼又一精品
624181, 我有儿歌三百首
2119313, 好看 全是亮点
882989, 大声笑。很好。
2119318, 闪电，你超速了
653386, 好看好看好看！
2102490, 不错，非常好看
1248715, 有韩寒的感觉，
23198, 喜欢😍绯红女巫
2100991, 好看(⊙o⊙)
2102038, 美国梦贯穿全剧
1250611, 喜欢，无理由！
