,comment
997551, 故事原型我还记得
861968, 王宝强是块宝啊。
1822574, 不错，值回票价！
1086374, 各大英雄开大会~
337642, 还不过瘾就完了。
1286498, 一星扣baby！
1570605, 还不错~超过期望
1733830, 比生化危机有内涵
997538, 主旋律大片的希望
1236687, 最近国产片的佳作
1425125, 我要为饕餮说不值
1822736, 李冰冰是最大槽点
1286964, 年度最佳视觉效果
1822749, 比三好，就是太长
21585, 20150526
2058524, 充满隐性的比喻。
1780505, 火车扒的真刺激😱
56461, 画面是真的极美。
1086429, 比变形金刚3好看
777129, 为毛几乎全程泪目
715651, 四星给特效和林允
2058564, Just try
337716, 3d效果应该不错
1155782, 国产剧里算不错了
1124907, hhhhh搞笑！
21591, 锤子的梗2333
861936, 还算有点意思~!
1309594, 我陈坤性感到跪舔
56438, 我真的有被感动到
1333902, 效果堪比美国大片
579331, 有钱有脑子真好！
286425, 陆川的转型之作~
863150, 国产喜剧，不能弃
335060, 沙流儿好萌好萌噢
1560595, 与电影无关的迷茫
579329, 不错不错 帅的啊
1128015, 超帅超帅！哈哈哈
335010, 有眼前一亮的感觉
2063231, amazing 
1426775, 只想说剧组好有钱
225001, 一如既往的搞笑~
335027, 齐！天！大！圣！
872518, 别苛刻 笑就好了
225013, 关乎到国家的尊严
1560579, 最惊喜的是罗志祥
863121, 合格的爆米花电影
1084998, 冲着美女去的……
1952679, 还好 感觉太捧了
573323, 看完后乱梦三千啊
2062989, 狐狸好苏好苏好苏
1027323, 这是一部悬疑片么
2063026, 树懒神似王思聪~
2063082, 狐兔cp都那么甜
1189656, 还是挺喜欢这片的
999621, 又红又专却不反感
2121532, 来自本能的乌托邦
306500, 暖暖的，很贴心！
495858, 挺不错的国产喜剧
53397, 绿巨人战钢铁侠。
1084864, 需要细细品一次再
1310330, 过后也就过去了。
1818446, 中国已被玩坏~~
1569370, 笑死，也有点想哭
573331, 这种剧就看个热闹
901342, 看来我笑点比较低
1766194, 还以为是无人生还
2097313, Not bad 
598364, 一封迟到的情书。
141315, 最爱小蜘蛛和蚁人
1340242, 真心不错的盗墓片
225141, 俩小时过的很快~
1569362, 真的只是为了星爷
881999, 宝宝是朵奇葩花~
22405, 最爱绿巨人 嘻嘻
1189643, 看不懂 还是推荐
720884, 好电影不会被埋没
1128009, 绿巨人真的好牛逼
1045571, 作为鼓励给多一星
890623, 太缺国产喜剧片了
1569384, 少一分 因为林允
1323620, 我觉得很好看啊！
1258776, 看到最后有点伤感
225095, 笑一笑，十年少~
53347, 感觉没有一好看啦
632021, 挺好笑的呀 哈哈
141323, 鋼鐵俠腦殘粉啊。
1084899, 各种黑。。。。。
22413, 哐哐哐！哐哐哐！
1237051, 小学很喜欢韩寒啊
224669, 无期待，有惊喜。
1941570, 我在哪里见过你？
559670, 情怀电影，还可以
657561, 2黄脖，要不两星
883710, 范冰冰太美了……
1560551, 20160209
1286470, 好像看高清的……
1925814, 还挺浪漫的。。。
901530, 徐峥太可怜了~~
642897, 大爱和小爱。喵～
874578, 笑着笑着就流泪了
471403, 不装不作好看有泪
1325200, 鬼吹灯，还好不错
1952776, 爱 青春 正能量
335261, 妖王的昆曲惊艳了
1121680, puny god
511538, 比港囧好看一倍。
1765985, 死人和活人都好看
306434, 国产的算是不错了
522747, 笑死我了哎哟妈！
754639, 很不错呀！刚看过
890592, 其实，笑中有泪。
833437, 居然be了？？？
563948, 良心之作，好看。
1085132, 还比较好看~~~
1121677, 打扮得太科幻了。
1819051, 这一部开始腻烦了
782164, 歌洗脑，结尾点赞
1781298, 打得一手好人性牌
652008, 居然还挺好看。。
31753, 剧情三星，梗四星
1925797, 相遇的人会再相遇
999469, 为题材，加一分。
522745, 感人。珍惜拥有。
53810, 典型的美式大制作
1560570, 标准的周星驰电影
1781318, 一两句话说不清楚
1323614, 黄渤演技和3d撑
1323613, 反正比九层妖塔好
471483, 年度最佳国产电影
471482, 你问我搞笑不搞笑
693120, 结尾剧情太糊弄了
538283, 一剪梅要被玩坏了
22327, 绿巨人吊打钢铁侠
2062913, 树懒那段快笑疯了
632012, 居然看哭了- -
401906, 打一星的都是傻逼
1434756, 中国风的星球大战
1085008, 对白很幽默！喜欢
522708, 珍惜身边的人……
1766082, 老奶奶全场mvp
28202, 想吐槽一下翻译！
1073912, 一桶欢乐的爆米花
901442, 终于看全了。。。
2062902,  so cute
1237029, 不喜欢结局...
1189686, 冯绍峰也是个逗比
1550494, 只能说还不错吧。
53696, 我竟然看断片儿了
1325198, 小妹妹是邓紫棋吗
901450, 末日前，笑一笑。
125623, 可以，这很胡建。
881990, 今年最好的喜剧片
999567, 一场奇妙的观影。
224797, 成龙大哥真不容易
1952721, 看哭了，挺感人的
1157504, 笑点奇多无高潮…
792730, 2.20mark
792395, 结局不圆满减一星
334544, 除了配乐，都很好
1121833, 漫威英雄大合集。
579201, 还挺羡慕男主角的
1084682, 3DIMAX四星
511598, 笑点密集 挺好的
999993, 霸气！大国范儿！
22526, 快银就这么死了？
901234, 泰…国…传…奇…
334534, 没有传说中的好看
52919, 合格的爆米花电影
600474, 星爷来演就给5星
2063834, 挺好看的商业动画
472010, 三星半还是稳稳的
1331243, 陈坤和舒淇酷毙了
1157986, 最后一段有点意思
1386572, 没传闻中那么烂啊
826777, 好莱坞 梦工厂。
225615, 成龙大哥真心敬业
938327, 当时看着很搞笑。
225609, 标准的成龙电影！
1084670, 说实话没有到预期
1157975, 可以配乐加一星吗
999956, 主旋律，满意吧。
765815, 果然最后还是哭了
1084711, 不错！看地过瘾！
334619, 国产动画片的希望
1766285, 要是张杰在就好了
225495, 好给力，笑尿了！
1766288, 好看。好看。好看
2097211, 狐兔cp我站了！
1289315, 比想象中的好很多
747244, 我也是猪…笑懵了
999980, 共军的队伍有力量
1284499, 比九层妖塔高多了
334584, 那一星留给以后。
557704, 一部加长了的小品
665767, 好凶残的猴子！！
579208, 比第二集好看多了
1084593, 洛基！！！！！！
1662624, 爱上我爱上我上我
1189581, 韩寒就是文艺范儿
863381, 笑一笑 挺开心的
52786, 期望以内！可以啦
874492, 老套路中有心意。
659630, 就是感动就是感动
1427053, 为了5分钟的我狗
22553, 看了也是很开心～
306666, 史上最帅美猴王！
31929, 不错的爆米花电影
334444, 国产动画良心之作
1775441, 孕妇体力max！
1000075, 感觉会有第二部…
1084640, 装逼遭雷劈，哈哈
1662549, 还原我一个小时代
225645, 打得还行效果不错
1464970, 怪物攻城 可以的
311932, 支持国产非常棒！
225644, 还不错，挺有意思
1158032, 浓浓的韩寒风格。
2097201, 哟哟，包场不错呦
315433, 挺感的，瑕不掩瑜
306656, 四星鼓励一下国产
1158073, 背景音乐很合适。
863370, 成功的小成本电影
31920, 20150517
536572, 《屯儿》笑裂……
1766337, 节奏很近凑的片子
863301, 暂缓一些悲伤。。
225292, 其实算是三星半吧
334792, 我们的英雄回来了
863245, 比较有诚意的作品
1938448, 眼泪差一点流下来
883694, hahahaha
565053, 好看好笑，就够了
634692, 其实我想看港版滴
471799, 难得好笑的国产剧
893924, 国产剧很可以的啦
306578, 制作好，剧情一般
1569281, 挺对得上我笑点的
1733330, 给5星的是瞎的吗
495768, 开心麻花综合笑料
618849, 元素实在是太多了
559643, 笑着笑着就沉默了
1340201, 秒杀那啥打怪兽的
511575, 哈哈，艾伦挺搞笑
1073947, 绿巨人确实很可爱
519082, 还可以，蛮搞笑的
1569344, 不是很喜欢结局～
31857, 看的乱七八糟……
471752, 都渴望这样的春梦
1121759, 不错的效果，震撼
901328, 比较好的贺岁片啦
863223, 哈哈哈哈哈~~~
1168385, 告别，要用力一点
792548, 喜欢最后的处理。
999763, 2017第一部！
579262, 小罗伯特好骚啊~
1818332, 有！彩！蛋！吗！
2063421, 8分吧。场景满分
1661983, 看顾氏夫妇！！！
2063680, fox！！！！！
334748, 行吧，感觉偏了。
1172854, 命的事，何必呢。
999893, 有诚意的国产电影
1550669, 还可以蛮好笑的。
999892, 看大荧幕很过瘾！
642871, 有当年大话的风格
53070, 复联3超长预告片
1332877, 舒淇好美2333
882011, 黄渤黄渤黄渤黄渤
284354," 而陆川做到了。"""
579227, 片尾和彩蛋不错。
1248714, 韩式幽默，还不错
225475, 哎，，成龙也老了
334639, 给国产电影点赞。
1027226, 周冬雨演技在线 
871120, 希望明年还有XD
225412, 这么大年纪了。。
579223, 感受一下视觉震撼
334686, 那只猴子好帅想嫁
225368, 能看，剧情一般。
999852, 不知道下一个是谁
1084778, 夺回“宇宙魔方”
1340181, 很好看，值得一看
1127998, 这是看了第n遍啊
579242, 起飞的样子好可爱
553274, 看第二遍都还笑翻
999848, 狗死的莫名奇妙的
901284, 笑得蛮好的...
334745, 国产动画良心之作
1781422, 最可怕的，是人心
2063607, .撩的一手好兔子
31885, 最后场面挺不错的
863282, 周先生那段笑死了
1926201, pp161209
1170277, 从支持韩寒大仁哥
1558199, 一本正經的搞笑~
334702, 连桃子都是带戏的
882008, 差点没笑死。。。
1781432, 大灾面前考验人性
901277, 为了徐铮的诚意。
893886, 笑出马甲线（什么
1340603, 舒淇剧中颜值大赞
336034, 国产动画良心之作
570615, 现在才看，真不错
1157009, 我觉着挺好的呀。
1550181, 风格果然很周星驰
2061500, 差的一分差在结局
223709, 不错，这很成龙。
496072, 全程笑点，好看。
693440, 星爷徐克各给两星
2061507, 好看，有泪点笑点
2061510, 真是针砭时弊。。
1085519, 完全是冲着钢铁侠
862697, 笑抽了 太腻味了
141725, 蚁人变成凹凸曼啦
1315794, tongyuan
998958, 爱国主义的好电影
488536, 轻松搞笑，挺好的
1467458, 国产大片新高度。
470755, 笑中带泪 还不错
288143, 强大的视效感……
336058, 真的萌，真的感动
938090, 哈哈，王宝强好逗
1323565, 舒淇喜欢   M
1765633, 人性的千姿百态…
874694, 还不错，挺欢乐的
141746, 动作戏进步很大啊
470673, 大连地标星海广场
1085560, 还是钢铁侠比较萌
862645, 票房说明了一切。
1569914, 张雨绮真是帅气啊
901897, 10分女神范冰冰
901891, 我是陶虹脑残粉。
1085541, Fuck God
1121544, 没有想象中那么好
938091, 我的葱油饼 ……
223686, 英雄终究都将迟暮
862666, 我爱黄渤这个男人
1820232, 一部不如一部了哎
623424, 有笑点，有尿点。
1426289, 错的观影体验吧。
1550171, 笑中有泪 谁人知
618525, 舒淇的衣服很好看
470670, 包袱和配乐给四星
1128119, IMAX感觉不错
1569825, 确实没让人失望。
2087458, 某某一直想看的。
1318081, 笑点太多了。。。
1467306, 忽略剧情，看画面
1066603, 挺好的，演的不错
1085421, 应该去电影院看的
1085426, 特效我就多给一星
1660352, 个人感觉还不错。
1765703, 胖大叔是理想型吧
223888, 典型的成龙风格。
1157105, 喜欢韩寒就够了。
892563, 笑出眼泪了擦。。
1550224, with you
2061782, 让人轻松的好片～
1333928, 国产大片，很不错
22085, 感觉没第一部燃。
579605, 美版铁臂阿童木～
470783, 反正我乐了也哭了
652934, 終於覺得文章很美
890516, 我妈妈是冰冰棒。
874683, 最好看的是花絮！
881946, 好吧，真的很好笑
335983, BGM太长脸了～
1687129, 没有前两部好看了
1125470, 好像绿巨人最强？
488516, 不俗的国产片儿～
223815, 给大哥多半颗星。
2367, 3D效果很不错。
1340655, 陈坤黄渤都很棒！
998687, 扬我国威，正能量
2097693, 给成年人的动画片
862564, 最后屌丝的逆袭！
833597, 想到了卡萨布兰卡
634859, 惊叹于黄渤的演技
2087539, 有深意，反转精彩
1085639, 有归！！！中……
1361790, 有些地方意犹未尽
1467868, 败在景甜和王俊凯
1340651, 给四星，支持国产
998663, 主旋律电影的高度
223398, 张蓝心这妞不错！
998721, 毒娃娃那幕惊着了
872502, 结局好仓促的感觉
1765545, 全场最佳给胖大叔
552925, 青春并没有对错。
1659744, 没有想象中这么差
862561, 哈哈 天然扫把星
284176, 一次视效嘉年华。
1820676, 也太靠拢中国了吧
488578, 我也想吃碗茴香面
902001, 比1好看很多呀~
536928, 找个机会看话剧版
901980, 哈哈哈 肚子疼！
223252, 比太囧好看多了啊
1426116, 那样会好很多吧？
1340686, 好评，看的很爽。
902009, 吐槽还是很到位的
1659683, 个人觉得值得一看
998656, 彭于晏成长的好快
998651, 超好看！值得二刷
1426138, 国师一定有强迫症
1085648, 好看，斯嘉丽真美
1781031, 人比丧尸更害怕。
1426260, 好莱坞大片的套路
598234, 还是值得一看的！
1467678, 不错的商业电影。
1550134, 无条件喜欢周星驰
602109, 还是蛮好笑的啊~
22042, 感觉比1好啊。。
1925372, 跟着诚哥学穿越。
1259260, 感觉还是不错的。
522910, 反正比港囧好看，
693509, 放大西游的阴暗面
1426221, 尴尬是怎样炼成的
998829, 向缉毒英雄致敬！
223612, 蛮好看的呀- -
1066564, 这男的鼻子不好看
1219493, 又一部公路式电影
830512, 别放弃你的梦想。
998855, 那些小孩子戏好足
223594, 拍着辛苦看着一般
1156813, 给钟汉良的，哈哈
901943, 笑料很足，够本！
223438, 合格的爆米花电影
1730273, 每个人心底的脆弱
223426, 成龙式动作喜剧片
1284348, with Fin
315157, 大圣好帅好帅~~
1121527, 不错哦，帅的一B
470601, 你说hi我说再见
1340632, 没失败的国产电影
1733565, 看得半感交集……
54029, 奥创应该改名蟑螂
1121638, 探员是真爱！！！
1765874, 我还是怕这种片子
2062429, 啊，狐狸君真甜…
1439678, 场面还是刺激的。
1660888, 电影看的很不痛快
674451, 我真觉得蛮好的～
1765864, 还不错，大叔好评
1085257, 浩克太有喜感了。
1727395, 孔侑的演技太赞。
1045527, 朱砂痣和白月光～
901624, 不错的喜剧片。。
1168468, 果然好难懂。。。
1157281, 一颗星给处女作品
782152, 比期望值低了一点
224364, 典型式样成龙电影
598309, 肾虚公子2333
511520, 很好看 笑尿直接
224284, 真是一个努力的人
522788, 能开怀一笑最重要
938185, 做葱油饼那里笑死
224348, 看得还蛮过瘾的。
1121628, 群像片拍好不容易
54101, 香港4.23上映
471129, 请回答，1997
401775, 变身酷，高潮太短
1569703, 笑点多是围绕黄。
746839, 比文章拍的好……
833487, 心里挺不是滋味的
1239365, 浓浓的韩式风格。
901636, 泰~国~传~奇~
141559, 看得我一肚子火！
1550348, 林允美丽又温柔～
659756, 入口绵长，不上头
862933, 搞笑感人，好片~
2121462, 配角比主角有趣！
401780, 很不错，支持国产
1124816, 合格的爆米花电影
1331148, 多一星给演员 😂
471288, 第六十三。姐姐。
863005, 原来都是冰冰棒。
792832, 梦里醒来身是客。
1765942, 随手关门啊！！！
1687031, 走了点心，好好笑
938211, 徐峥的电影没失望
335398, 8.7有点虚高啊
1049407, 看到很多影子……
31748, 快银兄妹是亮点！
1318021, 有几个地方吓到了
471301, 失去了才知道珍惜
1819180, 看到后面都麻木了
488445, 总算看了部好笑的
1066735, “我想成为你。”
224418, 的确不错！！赞！
999347, 多一星给缉毒警察
1781264, 其实想给三颗半，
224413, 牛逼的火山摔跤啊
471226, 笑个，哭了，俗了
1325210, 演员选得太棒了。
901596, 全片90%无尿点
141526, 天啦超好看！！！
1697559, 竟然哭了…………
1925718, 20161212
261212, 自己绝对不敢看！
1466409, 只能说大制作而已
659749, 拍出了现实的残酷
792864, 8 不想错过的爱
132366, 嗯，个人觉的值。
871205, 算是有诚意的搞笑
1340514, 特效最好的国产剧
1027468, 招人烦版的彭于晏
2061978, 好萌，尼克好撩诶
2097554, 我皮就是这么牛逼
826577, 鱼和熊掌不能兼得
470960, 三！观！不！正！
401727, 最燃的时候结束了
224073, 传统的成龙功夫片
224063, 动作戏看的挺过瘾
862796, 哈哈哈哈哈蛤蛤蛤
2062029, 🐰是我本命哎❤️
862804, 你是我的冰冰><
874647, 搞笑+冰冰真美。
470984, 经典歌曲是亮点～
335762, 龙很棒  么么哒
1331115, 不禁想看看小说～
874658, 全场爆笑 够搞笑
2061901, 闪电实在太搞笑了
141667, 心疼钢铁侠一下下
488511, 不喜欢后边的处理
1727367, 郑有美的孕妇不错
141684, 不许虐我唐！！！
1550236, 张雨绮声音真难听
1819749, 打打打打的真棒～
2061961, 政治正确的美国梦
2330, 还我快银！！！！
618605, 我被吓到了TAT
223988, 支持龙哥的电影！
1819858, 最后45分钟大赞
470946, 沈腾演的太好了！
2097556, 非常适合小孩子看
1085377, 还是单独的好看点
1239376, 处女作么，理解。
1953140, 平行梗+双线叙事
2062325, 蛮有意思....
335660, 国产动漫 可以了
862877, 竟然是爱情片！！
335667, 惊艳！真的很棒！
1426513, 史上最出戏女演员
335672, 时而勉强 时而强
893859, 起码图个热闹乐了
1781232, 韩国电影，我喜欢
942493, 搞笑啊，人才啊。
1066695, 不错，值得一看～
2317, 闯祸大王铁甲小宝
1550303, 泪点笑点都很实在
335631, 為的是一種情懷。
224200, 冲着花絮给四星~
1819606, 大黄蜂好可爱！！
901658, 都是扯。。。哈哈
901683, 还行吧，至少笑了
718568, 唯一的不足是演员
141612, Awesome!
471030, 这片笑点很靠谱啊
1219437, 挺好的。蛮有触动
579533, 经典的英雄诞生篇
792997, 可以，灰常可以。
1027463, 其实是思绪万千的
1066683, 恨过你，也只有你
1765781, 整体不错的片子，
261334, 凭啥这么低啊我*
1019267, 倒是比预期要精彩
1781231, 韩剧特色的丧尸片
782133, 不一定非要神逆转
1819709, 仍是一部好的续作
1332890, 没有三星半的评分
335707, 楠楠强烈安利～～
999163, 四平八稳的主旋律
471048, 很搞笑，从头到尾
224120, 不惊喜也不失望！
2062175, 20160314
1385396, 国产希望越来越好
1779744, 群众丧尸开挂了。
340182, 剧情经不起推敲。
143229, 话痨和嘴炮的对决
314415, 确实蛮好看 良心
883906, 风情万种女神范!
1826119, 骑恐龙那段帅呆了
1473276, 源宿酒店3031
20772, 剧情有点没看懂。
1019915, 反正就是挺好看的
467097, 鼓励这样的国产片
581189, 调皮的超级英雄~
617514, 很好笑，很痴情。
1087930, 就图个激情四射。
1923214, 星海诚风格，好看
1473269, 其实 没那么差啦
1366878, 还不错，值得一看
1827814, 各种中国广告乱入
1955654, 念念不忘必有回想
467117, 有诚意的小品合集
1473273, 还行吧~有点意思
2054529, 有鸡汤，有阴谋。
218466, 看过两遍可以了吧
218454, 和她去电影院看的
1325380, 反派有点脑残。。
305090, 画面音乐良心之作
655400, 无所爱，无所不爱
995600, 好主旋律的电影。
1779381, 泪点比较低QAQ
143236, 只爱我寡姐和蚁人
1548051, 至少态度上该满分
1087956, 两张票，一个座。
467088, 比煎饼侠好看太多
2771, 为了Marvel
340213, 加一星给国产动画
1763679, 僵尸都是奥运冠军
580851, 第一部没法超越了
1341373, 四星给特效和主演
218614, 我的阿宗啊！！！
904091, 蛮搞的，笑点很多
617530, 剧情还是不错的。
776801, 就像做了一场梦。
143209, 看场面，看战斗。
1558629, 罗志祥适合当谐星
415735, 国漫真的缺好剧本
2098870, 没看原版有点心塞
1073286, 精神上的一次洗礼
580832, 路转粉的第一步。
580838, 小罗伯特唐尼！~
1955643, 这是一部商业动画
1548042, 环保就再多给一星
1734526, 我要开始健身了。
745069, 还行吧！及格分！
1261245, 1星留给无限可能
1941149, 主角终于没再错过
