,comment
1411247, 想打造带浓郁中国特色的好莱坞商业大片的计划部分实现了 
1627865, 还是没忍住，跟风似的自己看了，依旧狠厌恶杨幂，没有然后
1409669, 场面不错，但好多不合逻辑呀！好多明星，感觉为了凑票房～
1056189, 咱是直来直去生活简单的人，这电影后半部分是扯淡，编吧。
95035, 画面赞，金玉其外，女主这么作好么。论一个备胎的自我修养
1213881, 韩二啊，还是好好写书吧！电影不是插几句段子就行的艺术。
506623, 一颗星是给我曾在海淀剧院看过的话剧～换成电影看的挺尴尬
1498798, 故事确实太零碎了～台词说得太不自然了 杨洋颜值很高啊～
1542150, 还星爷门票去的，没抱多大期望。 大妈一人实力笑料担当。
1625927, 电影院里面挤满了95后00后。。我不知道我去凑什么热闹
1409458, 放心，跟你们期待的一样烂……全剧只为马特达蒙流口水……
213101, 成龙的第一百零一部电影，标志着成龙时代已经过去了。。。
1409389, 真的去电影院看了，看完之后十分好奇景甜背后的男人。。。
1499065, 电影太过于仓促的感觉，人物描写的不够细腻。剧情不连贯。
1763956, 磕完了一盒瓜子，你说好不好看...人性不是这么拍的好吗
1683444, 大家的普通话都讲得有够好哦  ...7.28 w/琳哥
1272758, 据说这片子比《九层妖塔》好……那《九》是得有多差呀……
1501584, 两星给演员的辛苦付出，外加最后那首还能听进去的片尾曲…
1499005, 镜头代入感太弱 有些镜头感情还没到 就切到下一个镜头 
1888977, 以为搞了1个大新闻，结果期待世界末日降临的我很失望啊！
75742, 中国的动画能到这个水平就是一次质的飞跃，有瑕疵很正常。
897567, 不好笑，纯傻气，中国电影现在真是拍到脏人眼睛的境界。。
1682905, 四个矫情bitch的撕逼大战，另外正片不如最后花絮好看
875309," 很无聊啊,跟第一部木有任何区别啊,看十五分钟就尿点了啊"
1498665, 给打光一个赞。其他的给改编，毕竟原著里张漾太讨人厌了。
1501656, 完成度很高，第一次做导演的苏有朋谨慎的完成了第一次作业
1112364, 其实就是动作大片，明星云集，毫无内容可言，传统美国英雄
262673, 一坨矫情装b加故弄玄虚的shi。不过里边的摄影我喜欢。
1897546, 一星给画面一星给bgm 其他...呵呵 最后要看睡去了
762605, 出戏好多次，一言不合就跳舞唱歌，感觉就一首配乐打动我。
969951, 一星给基情满满，一星给床上政权！也是笑的不行了。。。。
1497624, 故事还是那个青春的故事，很多地方没拍好，黎吧啦演的挺好
1628412, 本来看在美女颜上想打三颗，后来想想不值票价，立减一颗！
1413241, 不看《长城》你永远不知道景甜美少女背后的力量有多炸天。
727098, 特效确实不错，但是演技不知道说什么好。还是第一部好看。
64771, 剧情太烂了，对备胎的恶意如此之深，想来编剧也是绿茶婊吧
1602121, 多好的剧本。只能说四爷你还是写文字吧。和我想象的差远了
1797180, 不知道这电影好在哪里，真的！！这套路美国玩的不玩了的。
137688, 忽略掉剧情，还是蛮不错的，但是对不起电影消费的国漫情怀
1917518, …发现我已弄丢了少女心… …     唉！果然是老了。
1602393, 为了郭采洁和柯震东 。还有如如。杨幂你是要做作死啊？！
948033, 看到黄晓明就反复想起钟汉良，杨幂是模仿唐嫣的白痴演技？
1680779, 除了打美女帅哥牌，剧情毫无亮点，越来越没有意思了，狗血
1540166, 一个半小时的电影 迟到了半个小时  我也不知道看了什么
611554, 笑点怪人没找到笑点但是母上看得很开心就…孙悟空是猩猩吗
674479, 2017.1.28看过，银兴。一般，我又不是光看特效。
1186010, 整部片子能不能有个正常人说点儿人话 男神最后帅哭加一星
866947, 当全场都在爆笑而我莫名其妙的时候，我开始怀疑自己的智商
1602300, 130728 很浮夸！主题比较混乱，人物太多表现太少。
1054744, 青春片如今也让我内心一点都没法跟着矫情了，但可能也看片
228501, 额真是一部忙叨的片子。宣传了那么久，看了还是很失望的。
208985, 两颗星也是冲着成龙卖力演出给的，剧情什么的就不要谈了。
1681873, 华美的人物、布景和慢镜头已经掩盖不了剧情的荒诞和苍白了
1960050, 小情小爱的瞎矫情……没完没了没完没了…这很新海诚啊！！
1601925, 给唐宛如的一分，其他，没什么营养的电影，打发打发时间！
1502017, 豆瓣上的许多人是水军还是什么，太矫情了，这片拍的还行吧
1411811, 原来那个真的是权力的游戏的红毒蛇！两星给两个外国演员。
1682080, 同性+乱伦的剧情。。小明也是蛮拼的！两星全给Neil！
1411862, 基本上就没有剧情可言，国师最为擅长的依旧是敲鼓和场面。
1628151, 为什么作家拍电影就不能把故事讲好来呢，还是好好去写书吧
674681, 满满的辣眼睛，冲着吴亦凡的鲜肉脸，两颗星，不能再多了。
896996, 真不知道在搞什么鬼... 节奏也显然有问题.. ...
1681550, 2出来好不容易有点改观 3拍的这么烂也是不容易啊...
168753, 动作片没意思，没看完，上周末陪女儿才看了几分钟就睡着了
1959755, 是看的电影太少吗，为什么这电影能到8.6分？真是神奇。
674697, 为了票房？为啥要用面瘫的炮王主演？为什么？我要看星爷！
980728, 两颗星都是献给我的男神彭于晏的，场面太虚假，对白太雷人
261891, 烂，一颗星给原著，一颗星给前十分钟还算符合的盗墓情节。
1681706, 一群人在对骂，骂完之后哭，哭完之后笑，比分手大师还搞笑
67242, 画面是没得说，可这故事也太……简直震碎我三观，心疼我湫
1602026, 我觉得我看的很欢乐。剧情根本不在考虑范围。好。帅。啊。
1057582, 演员演技都不错，但是剧情略狗血啊，看得我想进去帮他们撕
509313, 不知道为什么会这么热。。感觉是有笑点。但是没有特别感人
263833, 两颗心给特效，剧情不能再烂，而且和鬼吹灯没有半毛钱关系
509238, 其实开头部分挺搞笑的，但后面慢慢发现其实并不是多么好。
1962060, 看不懂，不知道好看点在哪。不过风景和配乐还是很不错的。
263961, 前20分钟，在原著的范畴内，有点惊艳，后面越来越惊吓！
1405580, 林更新死的时候我别提多解气了…那个台词功底听的我想自杀
263965, 除了怪兽特效还行，其他特效都5毛。配乐奇怪，台词奇怪！
1543840, 深海恐惧症患者的噩梦，五毛特效和荤段子都让人感到尴尬。
1962182, 有点不明白这部电影的点在哪里    评分还不低。。。。
1685771, 剧情最大的亮点除了撕逼和炫富真的没有一点可看的了。。。
1501070, 不可能发生在百分之九十九人的青春中的事，虚伪的假青春！
75455, 一颗是画面可以，两颗是鼓励国产。故事的叙述能力太差了。
263672, 看完后，脑子里只剩下妖怪从天而降时咚！咚！的声音。。。
1501058, 用朋友的一句话说就是，女主演的特别不好╭(°A°`)╮
448608, 虽然是何炅，不得不说这是烂片。这明明是男生版小时代呵呵
263603, 跟男朋友看的，除了刺激没其他感受啦，看完了不知道演的啥
675924, 看吴亦凡分分钟出戏，还有姚晨分分钟出戏。两星给宝贝儿。
1499988, 对白生硬无张力，YY在里面挺败笔的，结局叫万万没想到？
263662, 不知所云。但比前段时间那个搞笑的恐怖片好点所以一星半吧
945994, 没看过TV版的，飘过，并留下一句话：这是个什么鬼！！！
897310, 想用心，但蠢不等于好笑…笑点太low了…只想捶死王宝强
608309, 欣赏不来。文章演好王小贱之后改走浮夸风了？......
75416, 3D版的话，摘下眼镜效果更佳，我是看到一个小时才发现的
1406185, 什么鬼什么鬼，难看到爆，为了支持国产电影还是给个两分吧
1406315, 许多年前，有一部电影叫做三枪，不知比这部好到哪里去了。
147836, 任你有复仇者联盟的阵容，看完还是想让你还我两个半小时。
46369, 除了华丽的特技，再找不到什么亮点，整个一奥特 恐龙战队
263755, 特效还是可以的，但剧情狗血的一些，前后不连贯而且唐突。
654983, 周星驰招牌搞笑无显示出来，但无厘头就一大堆，无咩笑点。
945593, 我都不好意思说我去电影院看了这个，看了一半我就出来了。
1930737, 画面很美，但看了开头不想继续下去，可能不适合这种纯爱～
1500678, 青春堕落流泪悔过励志死亡片，冲五阿哥给2分，拿走不谢。
981632, 就像看央视的法制纪录片....(不在我的兴趣范围内..
1183175, 这分是怎么被刷出来的啊。除了配乐其他都失望透了。。。。
1404301, 哈哈哈哈你们为什么说这部电影不好明明就是很不错的喜剧片
1183246, 没主线 一个一个大道理讲的太生硬 电影桥段设置的太刻意
510383, 其实没比别的扯淡电影差 只是好不喜欢那种故作煽情的劲儿
1599841, 槽点众多，欢乐吐槽大美图秀秀片。片尾曲的集体犯二加一星
945562, 我是个宽容的人啊，baby的颜值给电影加了1颗星。。。
448186, 这两颗星是打给何炅的，只是支持分。其他就不想说了，都懂
1058189, 这他妈哪感人了…怎么那么高的分？哪有一个情节是合理的？
945812, 让人有好感的除了主题曲再无其他，这是不是影片的悲哀？！
264046, 打着鬼吹灯的旗号骗票房，一分给特效，一分给我买的电影票
945783, 好歹还是有笑点在... take it easy...
162035, 没忍住看到一半还是睡着了。。。醒来发现情节根本没啥进展
316270, 本來覺得縱向比還行吧也就，但看到那麼多吹得只能減一顆星
1685926, 人美衣美场景美，其他就不说了。。一分给服装，一分给摄影
945819, 剧情还得不多，但杨幂，黄晓明真的不适合要这种偶像电影了
1626588, = =。。我怎么会去看这个的 因为我就是个爱凑热闹的人
1626605, 不抱期待也就可以接受  和两个月以后的男朋友去的加一星
945767, 反正小说我就觉得一般   唐嫣和杨幂都没有赵默生的气质
1275648, 毁原著。。。效果还是挺好的，人物那么崩坏是为什么。。。
1500878, 导演把一个本来很矫情的故事说得没那么矫情，还是很不错的
1599973, 欢乐的吐槽时光总是那么的短暂！p.s 一定要看片尾！！
508781, 梦醒了，还是那个不知进取的夏洛……这样的梦有什么意义？
1626024, 因为真的想知道里头说的是啥，看完哈哈哈哈，都是什么鬼。
1870932, 特效还没前几集好，剧情更是狗血，看到中国元素真的想吐！
1684154, 南湘這個角色真是可愛又迷人の反派角色，兩星給姐妹撕逼。
946613, 大米和小明作为某种标签真的是“逆着洋流独自游到底”啊~
317657, 真的一般，情节太简单了。画质还算精美。不值这么高的分。
1684376, 郭大导演，你到底想表达什么？无休止的炫富！狗血，崩溃了
507588, 非常失望 不知道哪来那么多好评 一部喜剧却没办法让我笑
1626034, 颜控真的是拒绝无能。没必要喷他，时装片塔拍的真的很好。
1684194, 其实帅哥美女还是很养眼的。。就是撕逼场面又长又吵。。。
1184325, 有点不知所谓……140810@环艺。还好我只花了30块
1501400, 最后张漾和李珥在天台说的划有一丁点感触，其他都好苍白。
1601010, 超长版MV，连片段没有，只有镜头……一个一个的镜头……
120759, 画风很唯美，剧情烂的一塌糊涂，女主分分钟想进去把她拍死
707680, 特效一分，舒淇一分。还是那句话，电影最起码要会讲故事。
1601068, 这两星是给画面感的。乃棉非要去影院烧钱的话我也不拦着。
263050, 演员可以，特效可以，这个剧情到底想表达什么个意思？……
1683797, 我姐跟我说她哭的稀里哗啦～票房也不是无缘无故这么高的～
508402, 只能说是打发时间，都是用烂的套路，剧情可以选择更好的。
675807, 一般般，剧本和特效没有说的那么好，演员倒是像传说中的烂
946226, 看过电影，对那英唱的默这首歌喜欢到不行，电影就不评价了
1183998, 虽然有笑点，好吧，我没咋看懂这故事有点莫名其妙的感觉。
2053357, 期望值太高，中午配音太烂，笑点全无，告诉我不是一个人。
448792, 哎  估计都是奔着何炅去的，我19.9看都感觉亏了..
1600531, 不知所谓。。。很讨厌杨幂说话的声音，但是我不讨厌郭敬明
1406847, 钱都花在了衣服和特效上了吧。很多角色都没必要用明星的。
1685107, 2015/1/17 不知所然，没有剧情。只有服装和大头
1406780, 感恩最后没拍大甜甜和呆萌的船戏，其他的不好多说了哈哈哈
1870650, 前三部看完出来很开心 很兴奋 很喜欢 这一部只有很想吐
1022165, 只有一个感慨：长得良家且骨架较大的姑娘真心显老多了啊！
1837077, 除了看那群机器在一直打斗。。我找不出任何看这部电影的点
1870795, 影片拖长，中国植入广告那是相当的多，专为中国观众订制。
827175, 我不喜欢这部片子，说真的，我更爱begin again
1184124, 果然貌似很有想法，其实我没有得到。歌不错，王珞丹不错。
1684597, 一个三部全都看过的人表示一部比一部差，两分是看脸给的。
1499628, 虽然剧情很狗血，但是几个演员还不错，还有点青春的味道。
697029, 从来没见过这么浮夸的演技啊！！我是说唐僧和白骨精！！！
1837051, 这还叫变形金刚么 钢索都改飞了 还删掉一只恐龙 差评！
1625496, 说不上是什么烂片，但是主题有些模糊，行为举止有些夸张~
949876, 这个柔光效果加得哟~这个演技哟~这个一段一段的剧情哟~
1676609, 以一颗不那么艺术的心去欣赏，我觉得用来消遣还是蛮好的。
1676626, 裤脱看这！！！谁说超越前两部的你给我出来！保证不打你！
1537264, 比起周星驰以前的电影，真的差太多，虽然环保这个题材很好
1188060, 台词太烂，太矫情。。。满篇大道理。故作公路片的公路片。
1872892, 看首映看的困死 能不能别拍了 跟前三部根本不能比好么…
1420249, 两分给呆萌和张老爷子。谁来简介一下景甜到底什么背景啊！
725708, 恕我直言…真的被里面的红孩儿吓到不敢睁眼…妈妈我想回家
2006995, 最深的感受，人生而不平等，但梦想使我们平等了。细节很棒
44350, 快银死的太突然了，javis有点难看，剧情不是一点无聊
1676377, 和韩寒完全两种风格，虽然也是烂片，但至少中间没有睡着。
1604350, 自己看过比这还烂的电影，所以这个还好，反正又没花钱看。
1676407, 笑裂了，槽点大电影真没让我失望！爱人们相约第四部好吗！
498821, 一群满脸褶子的中年人去装嫩演学生，满满的春晚小品既视感
1007090, 真的是尼玛看得令人迷之尴尬啊。。。说好看的都瞎么。。。
259389, 垃圾，你好好的陆川不拍纪录片，拍什么魔幻片，还逻辑欠缺
1216235, 非常装逼矫情的一部片子，看在演员和片尾曲的份上给2星。
259380, 哎。。这哪是鬼吹灯啊  这特么就是天煞地球反击战啊！！
1537129, 感觉不咋地，就是普通的环保电影，冲张雨绮的身材给个两星
259795, 抽中电影票看的免费电影果然不好！感觉就是：原著在哪里！
1845725, 能硬植入那么多广告，什么时候能做出那样的特效。可笑可悲
1603879, 再一次见识了郭敬明的无病呻吟，明明是无脑还要显得很忧伤
1187737, 整个一移动的鸡汤，恶心死了，韩寒的书也这味？幸亏没看过
1603907, 和原著还是有差距的 这就看出了一个写手是当不了好导演的
1677359, 中国的钱好赚，这个垃圾竟然可以拍这么多部，真是没谁了。
1603883, 出卖队友那段亮了，加一星，让我全程笑到尾，再多加一星。
1677474, 大部分片段都恶心到我了，不过吵架那段还是不错的，加一星
1419101, 如果景甜换成舒淇，我觉得会好很多，不过还是烂片，跑不了
1629578, 四哥不是号称很有才的吗？流水账一样…柴智屏的经典套路…
1872693, 因为槽点实在太多，还是跟可以一起吐槽的小伙伴去比较好。
1832727, 圈钱作，就算我是花钱看特效后半场的特效能不能不要这么次
12583, 完全不是我的菜，中间睡着了几次，老张直接看出去了。。。
323559, 我还是喜欢最原始的大圣，不太能接受后来改编的所有大圣。
33704, 抛却明星和特效，还剩下什么？！再加上烂渣的翻译，差评！
613885, 下次记得变猩猩的时候切断它的尾巴，小心变身超级塞亚人！
122651, 两分 一分给配乐 一分给动画。据说还有续集.. 不看🙄
1187629, 就…………韩寒有啥可嘲笑郭敬明的…………明明半斤对八两
229174, 渣电影渣电影渣电影渣电影渣电影（质量日益下降的成龙片）
1419991, 两🌟是给特效，没有剧情，我一直以为讲的是中国长城的故事
12620, What the f**king ships are!
1023883, 七月最后也没有真的变成安生...不明白你们夸的点在哪里
1604063, 两颗星是给陈学冬的。。。奇怪的电影节奏，其他都懒得说了
162840, 乱打一气！没看出个点！这么一比，我更爱蝙超了.....
1266124, 语言低俗下流，内容不扣标题。到结尾大家都在问，就完了？
1677240, 连真爱粉都看不下去了呵呵这部太烂好失望呢(´･ω･`)
1677250, 越来越烂，虽然真的放声大笑了。那段偷文件那段还是很精彩
499715, 不懂一片赞扬来自哪里，两颗星是它帮我在飞机上睡了四觉。
1495462, 主演有几个不是很有演技，但胜在选角契合。杨洋演的不错。
259680, 这个分是给特效的，相对电影的其他部分来说，特效很良心了
614106, 真尼玛亏，如果你没看就别看了，非黑，曾经星爷的影迷留。
323939, 画面质感很好。剧情没意思，台词渣，配乐也不行，害我脱戏
446536, 喜欢李易峰，其实不太懂要表达的是什么，有些台词真是矫情
1419764, 一星分给特效，一星给这些大牌吧，真无聊，看完就完了。。
1845384, 剧情可以用脑残来形容了。广告之多，嵌入之差，叹为观止。
651920, 如果没看过月光宝盒和大圣娶亲，那么这部片子还算可以……
1422660, 虎头蛇尾的所谓大片 九层妖塔的加强版而已 烂片时代开启
672816, 西游伏妖与西游降魔的差距，也是徐克与周星驰的差距...
64583, 虽然做了心理准备，还是非常非常失望……失望到懒得评价了
725268, 只能靠卖情怀了，还有点儿牵强。真心不喜欢吴亦凡的演技。
1845405, 植入广告简直了 从香港一下子跳到了武隆打恐龙感觉好穿越
1264220, 郭敬明韩寒两种不同形式的浮夸 相比起来郭敬明倒是实在些
123342, 画面挺美的，音乐也不错，故事没啥逻辑，混搭风，奇奇怪怪
1422459, 没有非要给导演定型的意思，但是这里真的没有了故事的味道
1422294, 抛开一切关于电影的艺术标准，就当娱乐一下，还是可以看。
725130, 看过之后不知所云，一些安排在电影中的笑点也就是笑不出来
1675091, 其实还是有点不知道在说什么。情节性太弱了。笑点还可以。
709253, 适合年轻人过年闲来无事消遣的电影，看看不多，不看也不少
1188805, 虽然一开始是韩寒脑残粉，但是现在理智了，给他人品两星吧
43969, 实在是一般，比不上第一部的三分之一，威登也是江郎才尽了
1422984, 除了画面充斥的武器铠甲让我觉得还不错，其他方面其实很烂
1604987, 男的长得都不错，个都不错，特别那首几乎是翻唱的时间煮雨
1675631, 终于把难看的3看完了，为了了解90后的审美，我容易嘛我
1630274, 小说没看完 电影第一部讲的我都看过  没哟想象中那么差
1604545, 好吧 看看大牌堆彻起来的电影  听听现场妹妹们大呼好帅
1624816, 看完已经忘了内容。。。只记得不怎么好看，除了郭采洁的颜
764727, 同学推荐的，说很好看，去看了，音乐不错，别的没什么感觉
498663, 难以想象这片居然有7.7分.......俗的不能再俗了
446393, 劇情out.不寫實 不搞笑，去電影院睇浪費money.
34641, 相比较第一版，为了突出人物，反倒没有了重点，瞎鸡巴编。
1503412, 好渣，整个片子很碎，演员演技也不咋地，说实话，蛮失望的
1676231, 对这个系列的评价能说的只有表现稳定：一如既往的烂。。。
1676235, 撕逼画面太美我不敢看，别太炫技别太娇柔造作，还能好看些
446385, 很喜欢何炅。但这部电影我只看了不到20分钟，就弃剧了。
1536793, 虽然主题是好的，但是太尴尬了，感觉不像电影，比较失望。
1604474, 演员养眼，除了选角还行，郭敬明风太浓，浓到化不开~伤！
1630032, 很无聊的一部片，夸张，炫富。杨幂演超差，就郭采洁可看。
1604598, 千言万语汇成一句话：贱人就是矫情。大家自己体会吧。。。
446293, 又一部圈钱的青春电影，五分钟的短片硬是拍成了一个多小时
1675745, 给2星，算你MV拍的不错！     听说还有4那~~~
1675746, No zuo no die!You just try!
698228, 画面在国产里算不错 但真的审美俗气 对白雷人 清洁恶俗
950292, 这个颜色看起好累，不晓得故事的根本看不懂，拍的什么鬼。
498079, 虽然是浪子回头的故事，三观也是何其不正，随便笑笑完事。
259005, 特效还可，姚晨差，即使不挂鬼吹灯的名字质量也不怎么样。
950330, 一部满是爱恨情仇充满回忆的电影，拍的各种欢乐也是够了。
1536660, 环保主题没有错，可为什么拍成这样。抱歉，星爷的帐我不买
890805, 人在囧途狗尾续貂的作品，如果不是闲的实在蛋疼，不建议看
1496810, 只能说比栀子花开好太多了，两部一起看的，一下就上档次了
121993, 剧情好简单，不是我喜欢的类型，还好当初没有去电影院看。
1415825, 微博上的一片好评让我以为我和他们看的不是一部片子。。。
502491, 目测女孩子更喜欢这剧，评价也更高。《曾经的你》，不错。
1846117, 期待太大总是失望太大。。。差差差评。。剧情凌乱不堪。。
502510, 希望越大失望越大，中规中矩，自认笑点不高，笑处却很少。
1602814, 剧情支离破碎，看起来好勉强，反正我的青春不是这样子的。
1872098, 故事编的乱七八糟的，广告，天朝，恶…咋还在7分以上呢？
1415627, wtf！原谅我一直在研究台词和发音，根本入不了戏啊啊！
239905, 张无忌掉山洞里就学个绝世武功，你掉山洞里就能找到宝藏。
450637, 女主没有一起被撞死是这片烂的根源。两分打给蒋劲夫～～～
890343, 这种喜剧实在不太是我的菜，看的时候笑了，看完之后忘了。
1539166, 半分给大胸，半分给环保，一分给星爷！其余的都不值得打分
1539186, 我忍了邓超去看星爷，然后给我看这个？！欠什么电影票呐。
1539091, 真心一般，不好看，强行催泪，强行搞笑，最后只能换来尴尬
1496543, 不怎么样的一部电影，女主演技不好，一张脸没啥表情变化。
1625260, 睡一觉起来一看，这不是十年前的台湾偶像剧吗？继续睡觉。
1502710, 其实吧，可以换换青春剧的套路，然而对我们并没有什么卵用
450769, 剧情很差劲很作，各种生硬跳跃，唯一亮点是许诺学长很暖。
1628972, 已郭敬明为分界一分为二的青春。 2星给初中傻逼的自己。
948617, 妹妹送的票，之前没看过电视版，当搞笑片还是可以两星的！
1679543, 懂得如何圈钱得一星 衣服搭配得一星  和书比还是差远了
1496590, 小时候挺喜欢的小说 可是欧豪实在不是我心中男主角的形象
1502662, 吧啦演的感觉还可以，小耳朵感觉不怎么那个 总的来说勉强
228729, 3D？ a u kidding me ?快看睡着了亲~
1602568, 在中国电影里真心不是最差的。何况导演是外行，情有可原。
1539909, 讲道理这电影被吹上天了，一星给努力一星给欠星爷的票房…
179597, 以前等著看彩蛋，現在正片都看不完。英雄越多劇情越無聊。
1680397, = =扭曲的世界观 除了几个男的颜比较OK 其他的无感
1414275, 不太懂这个片子到底想讲什么……陆地版的环太平洋战争吗？
1628665, 冲着郭采洁看的，演得不错，看得见努力和进步。片尾不错。
94225, 如果故事，人设，台词出了问题，其他就算是再好也没戏了。
1414004, 除了色彩和大场面，没有其他了。老谋子以为还是开幕式呢？
