,comment
748866, 为了星爷看的，男主都没注意是吴亦凡！！！
1399006, 烂就烂了，不要嘴硬非得洗白夸。有意思吗。
1398993, 据说长城不打一星都不好意思说自己玩豆瓣。
654443, 有多少人看中的是星爷，而不是影片的质量。
118828, 既然钱这么好挣，为啥还要去用心拍电影呢？
118658, 很水的剧情，全程好无聊！好无聊！好无聊！
1211552, 给自以为逼格很高的人看得，太平庸～太说教
656028, 说好看的是什么鬼 只有插曲能听听看 烂片
156156, 我是来拉低评分的，不忍心看到这种片子上8
750338, 特效牛逼 但是主角唐僧看得我屎都快出来了
1398389, 打怪兽运动会开幕式的大型团体操表演。。。
1347985, 看了水军的8.0我也是醉了，有没有底线了
406453, 史上看过最烂的电影，给高分的你们都疯了吗
547906, 烂片，矫揉造作到极点，粗制滥造，浪费时间
1621991, 不用看就知道是烂片，不用吃就知道是大便。
694818, 这几年白骨精都要被玩儿坏了，两星给舒淇的
1622236, 虽然凤小岳很迷人，但不知道拍了些啥OvO
1622135, 真心看不下，炒作的这么厉害，脑残的电影。
1621664, 这都演的些个神马玩意啊！！！！！！！！！
682251, 真的很难看，纯粹的无聊搞笑，没什么内好的
1621492, 看了一半多实在看不下去了，难受，胃里。。
757292, 情节……演员……咳咳……电影票我已经还了
1621740, 能不能过不给星呢，真心是烂片中的战斗机。
682343, 现在听到将军令和一生所爱有点心理阴影了。
1363932, 这烂片很多人说好看呢…审美确实有点代沟了
1622915, 因为这么多女高中生说它好，所以只能一星了
683088, 几个梗十年如一日用。。一点创新都没有。。
528302, 这什么傻逼电影，看得我各种难受，各种尴尬
1623146, 是否能更无聊一点    不要毒害下一代吧
683067, 为了星爷去看的，算是还了星爷的一张电影票
1173493, 我觉得 这个片儿并没有小时代看着给劲儿！
1622617, 哈哈哈哈哈 这一分是给片尾曲的 大彩蛋啊
1622545, 看完不知道讲了什么？看的中途没有玩手机！
1173561, 别拍电影了……做点对人生更有意义的事吧。
1977895, 感觉没有新海城前几部作品好看，感觉很失望
68456, 这么烂的电影居然达到了6分以上？不可思议
1622738, 高估GJM智商了··········><
1173410, 这是小品还是话剧还是POLO广告超长版？
537303, 不喜欢狗血的青春剧，也不能带入我的经历。
754643, 烂片，某鲜肉的表演烂透，周星驰晚年幸福。
1620157, 拍的哪儿是上海，根本就是山寨版纽约。。。
681594, 浪费时间，一点没周星驰的风格，全程很尴尬
1067982, 真心觉得不怎么样 安妮宝贝标志性的矫情吧
1174687, 尿点多 并不出彩 把分数拉到5.9差不多
695048, 很少为🎬打一星，实在是爱之深，责之切，哎
682116, 这部可能是我近四年来看过的最垃圾的电影。
1621455, 谢谢那些夜夜陪我难过，陪我一起哭的姑娘。
1621387, 擦 什么狗屁玩意~都懒得黑四嫂和小幂幂了
1174820, 感觉看过这片认为好看的人都逼格高高的是吧
1620794, 我喜欢杨幂老师，我希望杨幂老师不要乱接戏
1378266, 夏雨，舒淇都演的不错，但是看完我没有惊喜
684286, 对不起了星爷，真的很烂，千年的梗还在玩。
1625353, 一个字，假，两个字，浮夸。三个字，臭傻逼
694262, 是不是非要自己这么多年的招牌砸了才能收手
684120, 第一次看满座并且全场没有一次笑声的电影！
1624831, 情节凌乱，毁三观，不愧是小四出品啊...
1624988, 装小清新却没拍出青涩，装文艺却没拍出沉痛
114233, 吹的跟什么似的，还多年沉淀，真沉成渣滓了
684859, 周星驰欠我两张电影票，不用还了，快滚吧。
529237, 除了马冬梅人物设定都太渣了，看的很恶心。
1170823, 这是太无聊了，还不如直接在微博上看段子。
1625746, 幸好脑残粉不玩豆瓣，不然这电影能上8分。
1623687, 一看评分形状就知枪手太多，忍不住来踩一下
1623676, 不知所云，渣出翔。一分是因为打不了零分。
1623634, 要不要对打五星的人说，我们不在一个世界？
1623632, 毁了一代人的青春，继续毁这代少年少女……
1364205, 唉，神小说，垃圾电影，各种瞎掰，三流表演
1623573, 忍受了超级大枪版。。。拍的实在是。。。烂
1623807, 请问可以给负分吗？我想献给第一个深夜电影
1623802, 没看 看了百分之八十浪费钱 原谅我的偏见
683606, 什么玩意儿！打一星是因为最少只能打一星！
1623792, 所有人的台词功力都烂透了，只能关了声音看
1623747, 我没看过也不打算看就是来拉分的不客气~~
1623297, 真他娘难看，当观众都12岁么！！！！！！
1623261, 这颗星给郭采洁吧 顺便庆幸一下看的是枪版
1623253, 可不可以打0星，WQNMLGBD，坑爹。
1623231, 真的无力吐槽。。。该吐的都在电影院吐完了
1623187, 打这个分不为别的，就为那些让人无语的粉丝
1623380, 屌丝的励志片……玻璃心脑残少女的最爱……
694599, 周郎才尽 徐克老矣 有这特效 拍啥不好？
50081, 靠，王府井横店太烂，这么暗，啥都看不清！
694610, 周星驰是个好演员，并不是一名出色的导演。
1172804, 公路片?呵呵 汽车广告么 低俗做作的笑点
1623385, 真的受不了这生活的环境！烂片他妈的高票房
683686, 西游还没拍烂啊。这电影还有票房因为春节？
683954, 超级，无敌，难看。从此不再欠星爷电影票。
1624337, b爆了 影院冷气太冷 看得心寒 笑不粗来
683901, 台词太尴尬了，剧情也一般，就孙悟空还可以
1623929, 太烂了，我第一次看这么烂的电影😱😱😡😡😡
1172079, 看睡着了，台词生硬，一股照着剧本念的气息
111645, 如果可以，我更愿意用这钱再刷一次大圣归来
1624032, 能看的都剪在了预告片里，最后还特么没播。
1623978, 完全不知道主线是什么，比《致青春》还烂。
1624242, 节操没了。枪版，快进，真的不是一般的作！
1624205, 哎呀手滑了 本来要给5星的 sb 郭敬明
1624204, 有负分可以评么？上海大学电影系不教剪辑？
757077, 唉，睡着了。电影挺吵的，连碎觉都不适合，
1624137, 我tmd开一万个小号也得把这分给他刷下去
1624100, 卧槽演技简直烂的............
67787, 我跟你们讲个笑话，这部片子制作了十二年！
1179064, 挺烂的。倒是被女儿国国王那段插曲感动了。
1616188, 演员浮夸，导演浮夸，毫无价值的商业电影。
1616155, 电影里要什么没什么，片尾里要什么有什么。
1615613, 顾里的吐槽真是迎面扑来浓浓的四娘的脂粉气
757873, 大过年的为什么要骗我☹️还能再难看点吗!
678630, 自从少林足球以来 周星星的电影就没及格过
1615889, 光是矫情的演技就让一颗星有了足够的理由。
526231, 渣贱的故事，我最讨厌的类型，也并不好笑。
1615812, 说超3分舔脚的现在4.8，该不会要超5吧
74214, 成功塑造了一个集各种婊于一身的女主形象！
19568, 对英雄片实在是无感。。。看RDJ去的哈哈
679459, 终于养成了电影好不好看先看演员表的好习惯
115101, 垃圾电影，费我钱财，误我钱财，毁我三观！
1152498, 为了尊重片中那条狗，我就不说它是狗屎了。
1616221, 陪同事看，还不准玩手机。无聊到无计可施。
1971861, 人物塑造单薄，格局小，依旧是新海诚式MV
1179752, 如果有负分，我一定毫不犹豫打负分，谢谢！
678480, 满满的尴尬，还有为啥要让吴亦凡来演唐僧。
757945, 吴亦凡的演技实在是太差了，还是文章演的好
757947, 简直没法看，拍的什么东西啊？真的是恶心。
111094, 一星给画面，剧情渣到想骂人，拖沓到发指~
370860, 还凑合，及格而已，这分数虚高！给它降降温
1614638, 只能说豆瓣是需要这种电影来娱乐大家的……
1180729, 能别是个人就拍电影还这么高评价误导大众么
757933, 太尴尬了！一星给特效不然一颗星都不想给！
1614194, 怎么会有这么烂的片，，，整个非主流啊啊啊
677574, 真 的 很 烂 准备看十遍大话西游洗眼睛
1614031, 多年以后，脑残粉会为自己的脑残感到羞愧。
1614018, 终于可以打一星了好开森！！！！！！！！！
677618, 土味魔幻自帶的金屬感算不算一種過時的法術
696254, 吴亦凡简直就是烂片的最佳保障～炮王！稳！
677671, 不能给负分吗？千万别去看，浪费钱....
696279, 剧情毫无逻辑 也没什么笑点  一星给特效
1614763, 此剧 完全无须担心剧透，因为 无剧可透。
1615204, 目测前十页评论超过一星的仅5位。[鼓掌]
1615468, 没看过郭敬明的书，这电影真是没什么内容啊
1180278, 段子金句嵌入都好生硬 浮于表面 没有张力
1614974, 一部圈钱的烂片，郭抄抄就是这样赚钱的吧！
1614971, 这是一个富二代才有资格拥有青春的小时代。
1614970, 我都忘了之前还看了这么多国产屎一样的烂片
1614948, 太烂，真的就是来赚钱的，剧情啥的也是醉了
1614944, 郭抄抄还我四部票房钱，欺负我高中时没文化
695463, 毫无剧情，如坐针毡。师徒四人难看到尴尬。
1619184, 感觉被羞辱了，时间被浪费了。好难过。。。
1619177, 一星就是给帅哥美女 情节一盘散沙！看不懂
1176714, 韩寒你是以为自己能像郭敬明一样来圈钱是吧
1618651, 绝逼一个矫情呕吐垃圾片，主演都没有小沈阳
1177103, 刻意的笑话，人物没有张力，死板，看得难受
1618580, 想知道怎麼浪費生命嗎?看這部電影就對了。
1618578, 意淫所达到的高度和郭敬明的身高是两个极点
73834, 不想评价的主要原因是不想说脏话.....
114918, 不冷，你对我就像哥哥一样好。 好NMB。
1619812, 看了小说的人表示，整部电影都在讲些什么啊
754598, 反正欠你的票房也还了，我就按我想的打分了
1619723, 我为自己在youtube上免费看感到骄傲
681352, 特效10分，仨徒弟一分扣一分，炮王扣五分
1153580, 很韩式的抖机灵和卖情怀，但故事讲得超烂。
1379150, 真他妈坑爹，太假了。豆瓣水军越来牛逼了。
1379163, 其实3星够，看不惯水军多如毛，毫无惊喜！
73663, 其实我没有看过，觉得水军太多了，中和一下
1619669, 过了一遍，真是矫情得我浑身鸡皮疙瘩。。。
1619586, 看热闹顺便给个1星，流星花园都没敢这么演
1152736, 什么烂东西，这种垃圾没有资格作为电影评级
679800, 看到主演那几位烂片无遗，尼玛！果然～烂！
1617605, 这种电影我还去电影院看，很想给自己一巴掌
695796, 沒有降魔好!!劇情亂，吳亦凡演技太差了吧
1617044, 一星给胖子 恶心吐了 比天生杀人狂还恶心
115097, 4000人的众筹换来四个字“你个傻逼”。
111211, 大鱼海棠的失败，打了情怀狗一个响亮的耳光
1617331, 妈妈呀！四娘对自己的意淫已经登峰造极了。
757759, ……真是神奇啊，星爷墨镜王是欠了多少钱啊
67943, 剧情反智，人设崩坏，三观坍塌，台词尴尬！
679619, 我想我以后可以说，星爷欠我4张电影票了。
680318, 本來兩顆星，林允出場，一顆星吧。「攤手」
1177363, 我打开了语音版的word吗，画面有必要吗
695559, 特技给一星，其他真的不想多说，中途想睡了
1177162, 真不怎么样，要故事没故事，要想法没想法。
1618320, 不小心还是看了.大家的评价好中肯~哈哈哈
1617760, 啊呀，四娘什么时候给郭碧婷拍洗发水广告？
111236, 情怀说多了就恶心了尤其还是拿不出手的作品
680225, 原来可以骂小鲜肉 现在带着史蒂芬周一起骂
695663, 简直不敢相信这是周星驰和徐克拍出来的电影
1170580, 有些道理，不要听太早，慢慢你就都会懂了。
1634064, 我原来也这么恶俗   竟然一二两部都看了
1158490, 小时代：真难看 后会无期：那都不是事儿！
692587, 徐克+周星驰-=特效。这领悟来的比较悲哀
1633961, 这几天小时代3上映 想起这个占硬盘。。。
689715, 贺岁档，但求笑笑就可以，然而你也不好笑。
967471, 为啥没有负分，圈钱能否不要如斯明显←_←
1633949, 郭敬明不是好编剧，但是是一个厉害的商人。
1633736, 亞洲版的sex and the city
689477, 每年过年期间 都要看大量的烂片来恶心自己
1633602, 很真正地看完，很认真地打分，无任何偏见。
692617, 徐克在干嘛？？？不是拍烂片的导演啊。。。
756230, 最丑的孙悟空、沙僧；最打酱油的八戒、沙僧
967632, 原谅我没法放下小说被拍毁的巨大失望和不爽
689547, 什么鬼 好智障… 怀疑自己看了一部假电影
1633761, 简溪的画风和其他人不！一！样！啊！！！！
1633566, 这一星给当天的一元票价，别的都是呵呵呵呵
1634710, 虽然没看，就冲杨咪咪和郭一五也给一星啊！
967133, 浪费我的时间，浪费我的生命，怒一星，拜拜
967141, 从头到位都是槽点，连吐槽都无从下口的感觉
531937, 就是哈哈一笑的剧，我个人觉得三观极不正。
967181, 只恨没有负分 导演到演员都没有用心 烂片
1634681, 一个0.5给宛如 剩下的所有加起来0.5
1634401, 彻底刷新对烂片的理解 不能打零分好憋屈啊
689887, 就算是徐克导演周星驰监制，你们也是一坨屎
967402, 教主求别哭，我也想哭，我心疼自己的票钱。
967352, 真正好的国产影片的排片都被这种烂片占据了
1163025, 台球那场戏和偷车那场戏还不错，航拍也好。
967271, 黄教主哭得太好笑了何厚铧恍恍惚惚红红火火
692512, 红孩儿那样你问过牛魔王和铁扇公主意见了吗
1634527, 得有多么严重的中二病才会觉得这电影好看？
968135, 烂片。。圈钱烂片。。我真想打零分不解释。
968149, 除了男演员的颜值不够，完全就是小时代四。
1164698, 韩寒你还是别涉足电影了。。不适合你，真的
755526, 打一星是因为不能打零星 真的就是单纯难看
692847, 炮王演智障演的多好啊，不过他低调，他不说
1632699, 嗯。。。演的实在不行。。。编的也不行。。
1164823, 一点生活经验没有，韩寒你拍的这是个啥呀？
1164695, 草你妈逼 自称为文艺的傻狗。浪费老子时间
968257, 看到最后我以为左震和林萧在一起了。。。。
1632365, 我在想，第二部还会有这么多人气 看吗？？
1632303, 还好豆瓣没有零分和负分 否则我一定给一个
968229, 太难看了，不花钱都觉得侮辱了这张电影票！
1372855, 看完后，同事问我演了个啥，我说扯了个蛋。
1887472, 没有任何感动，看不出是一个故事，乱七八糟
967810, 妈个逼的，一分都不想给，看着看着就睡着了
17294, 看了半个小时就从电影院出来了 浪费我钱！
689199, 看过最难看的电影没有之一，连烂片都比不上
1158206, 就像去了一趟天涯海角，但却什么也没记住。
967856, 看到评价一天比一天趋近二分，感到非常欣慰
356662, 票房高并不代表质量高，不然你看看小时代。
689170, 看完我就去看段小姐了，西游降魔篇好看多了
967973, 看完脑海中一直回荡着“情深深雨蒙蒙～～”
1633019, 也不知道自己哪根筋不对，翻来这片子看。。
1158097, 充斥着各种无聊的梗也是无法掩盖剧情的空洞
69513, 看完电影小鲜肉说松子哥一看就是gay哈哈
756280, 大过年的带爸妈去看这种电影 我是不是有病
689080, 就觉得林更新不错！至于其他的演技是硬伤！
966302, 剧情分散烂俗 镜头色调美无敌 （黄薇监制
691980, 吴亦凡算是把周星驰的招牌彻底砸了。。。。
70130, 真的别去看 听听歌就可以了 留个美好回忆
1160634, 除了失望还是失望，韩少和小四有什么区别？
966227, 我进来豆瓣电影一看以为是“情书”上映了。
1636713, 大学宿舍唯一一起看的电影  一星给回忆！
1636690, 卧槽20分钟都看不下去 特么别再拍了好么
1636666, 劝大家不要去看，看了也莫再推荐此种片给我
691244, 一颗辛苦星……剧情和吴亦凡林允真的太烂了
966373, 得亏豆瓣没有负分的功能，要不绝对负分滚粗
1159544, 106分钟我都觉得长了，好好回去写书吧。
966400, 超烂 超烂 超烂 超烂 超烂 超烂 超烂
691267, 别再祸害西游题材了好么！不可理喻的春节档
755948, 炮王的演技全程尴尬，真的烂，没什么意思。
1636849, 我那么热爱文艺片的人四娘却让我爱的恶心。
1160870, 料到会很差，没想到这么差。光煽情没剧情。
1637990, 怎么会有这么好看的电影。快出23456集
112991, 国人的心也是大，做了部电影教人怎么当碧池
691811, 有吴面瘫的片子，毫无疑问，一颗星算高的。
1638023, 矫揉造作 一星打给Hold住姐还有柯震东
965898, 又是一部在电影院里忍不住拿手机玩的电影😢
691702, 一颗星给孙悟空跳的那段脱衣舞，好性感啊。
691420, 可以打0分吗？喔，不能，那当我没看过吧。
691892, 看了十分钟 想走 电影院看过最难看的电影
755901, 这特效我给满分。云里雾里，我是看不懂了。
1637493, 1星嫌多，郭采洁如果不说话那也是可以的。
966098, 我是脑子进水了。才花钱去买罪受看这部片的
1637785, 没有打负分的选项真是太可惜的……深表遗憾
1637732, 一部烂片 只有看过才能客观评价到底有多烂
690624, 豆瓣短评都是好评，豆瓣是不是收钱了！！！
1635522, 小牙签会长大的！！！小豆芽会长大的！！！
533500, 扯，真的是硬扯啊！这不是黑马，这是黑蛋啊
1371246, 从九层妖塔，到这个，真是渣的不能再渣了。
1369190, 看完一晚上睡不着觉，因为在影院里睡过了。
1635586, 严重抄袭＜穿prada的女魔头＞的情节！
967004, 居然非要给一颗星才能评 一星就是消失不了
690345, 正在看，一个人的电影，第一次对周星驰失望
1635350, 豆瓣应该加一个“不想看”的按钮还有负分…
1158972, 不知道亮点在哪里，台词都是十五年前的语句
967046, 烂片，黄晓明演的不能再差，这剧情乱的不行
51105, 复仇者联盟2  真心的垃圾，太不好看了😱
533364, 一个SB 周围一群残障人士，哪里好笑了？
755719, 剧情和演技都给差评，好荒唐啊！浪费时间。
966666, 看到最后 我在玩手机赛车游戏 我会乱说吗
966667, 很庆幸是别人请的，而且只花了五块钱买的票
1159433, 不是个好电影，但是是个一般般的电视散文。
691055, 这一星还是给imax效果的。太特么尴尬了
1161619, 只有袁泉hold住了節奏，也配上了那首歌
692219, 情怀偶尔用起到点睛的作用 老是用就恶心了
966829, 为了评这部烂片，我第一次注册了豆瓣账号！
1635762, 冲着年轻时候读过小说看的 但真的 很难看
966869, 唉真的看不下去，不想告诉别人我看过这电影
966706, 他们又一次毁了《何以笙箫默》还是原著好看
966730, 真的没觉得有多好看 整体就是混乱的感觉 
113216, 好久没看过烂得那么清新脱俗的片子了。。。
690900, 我可能是看了假的星爷电影，从头尴尬到尾。
1628485, 作为一部电影~ 他拍出了最后的MV水平~
1976992, 并无大伤大悲，只是不懂影评中所说的好人。
1156248, 不是装逼也不是唱反调，我靠是真的好难看。
756769, 星爷坐等分钱就行了，没必要砸了自己的招牌
51468, 哎，特效堆积的渣片。。。。。。。。。。。
111988, 又浪费了26块，女主手动再见什么辣鸡剧情
1628122, 感觉演技都好差 本来还蛮爱郭采洁的。。。
685858, 我他吗手贱啊 吴亦凡傻逼演技能不能滚粗？
970055, 杨幂+黄晓明=要嗓子没演技，要演技没嗓子
1629117, 哎呦妈呀我鸡皮都被矫情出来了根本下不去！
1629067, 无逻辑，屎剧情，林萧是闪现去拿衣服的吗？
530257, 这剧泡沫成这样还能7.5分是搞笑来的吧！
1168074, 1星给 无知  无畏 也无味的 跨界导爷
1168081, 这是有图读物吗？韩寒你妈喊你回家写作文！
686557, 这次变成欠我一张电影票了吧，赔我搬砖钱。
686546, 美人鱼开始就感觉星爷不行了，果然。。。。
693583, 大年夜的刷分刷文也是辛苦了 吉吧都不要了
1374402, 情节俗套 表演浮夸 十分失望 一星给特效
756679, 豆瓣还是引入负分吧，这对一分电影不公平，
969853, 没看过，冲着杨幂和小明打个一星不算少吧？
71944, 评论刷的也是够了 众筹的钱都用来请水军吧
686191, 这一星只给孙悟空的造型，特效版猿型除外！
686240, 拍的什么鬼？什么JB台词？什么JB剧情？
756870, 一星不能再多，港囧之后第二部睡着的电影！
1170309, 看了几分钟就看不下去了。逼段很low啊。
1155880, 哎，没看懂，还睡着了10分钟。我是文盲。
1627099, 什么标签都不想贴，光靠泡沫能撑起一部剧嘛
1626360, 小资主义，必须取代，还浪费了我有限的时间
1626323, 带女生去看的“你怎么哭了”“你怎么没哭”
1626273, 我还是蛮正常的，看到20分钟就看不下去了
1626498, 這一星獻給郭采潔的。。。其他的不予置評。
68953, 真的是等了12年 你特么就给了我个绿茶婊
685489, 看来自从日人民报那事后，不少弱智涌入豆瓣
970214, 祖國的行動人員曾經在🇹🇭抓捕過🇸🇪公民。
693965, 从没看过这么吵的电影，吵得头疼，神经病啊
111942, 大鱼海棠，强行喂翔。三观不正，荒唐荒唐！
530293, 这部片子实在让我恶心有笑点，给个两分吧。
756466, 剧情混乱，演技生硬，笑点尴尬，江郎才尽。
1631153, 把这部电影在电脑上看完了，我是有多无聊。
1631101, 我从小就觉得判断题全做错，也是很厉害的。
1631391, 用所谓的“华丽的词藻”堆出来的不叫电影。
687762, 真的超级难看，你们长评打四星的脑子有屎吗
69249, 其实吧，就是一对渣贱害了一个族的故事……
1630843, 这也算电影吗 就像MV片段拼凑起来的一样
1630833, 莫名奇妙 除了顾里其他人和小孩一样只会哭
1631080, 矫情的友情和爱情，配乐的功能就是拉长时间
1166377, 后会无期，就是歌好听，还是无微博写段子吧
71240, 也是醉了，国产动漫不要洒韩剧狗血好不好！
1367513, 就3d做的一般，剧情不好，细节做的不够。
534664, 这样的三观恕我无法接受，道不同不相为谋。
1632152, 几次想去上厕所，都被女友的叫声吓回去了。
968458, 教主一哭，我就笑了。函数一笑，我就哭了！
968361, 有0星我绝对不评一星👿看的我想吐，想睡觉
