,comment
1511987, 看个电影，成了罪人。
92011, 想给三星半，湫真惨。
180186, 靠着发小才勉强撑下去
2008824, 没有外面传的那样好看
91774, 画风不错，剧情有点雷
1614960, 颜和场景还是不错的。
919822, 其实，我觉得一般。。
1140414, 就是一锅东北大乱炖🐶
1511812, 一般，不是喜欢的剧情
1614809, 仅仅俊男美女和奢侈品
1614794, 就李心洁演的还可以。
441403, 为淘宝计划的两首歌。
733325, 2017.02.05
919846, 没有第一部搞笑啊。。
919838, 亲 你种健康树了吗？
1614893, 上海真的这么浮夸 ?
1511755,  张雨绮声音很耐听啊
1351972, 这年头水军真多。。。
1104754, 看完没感觉，不好不坏
733517, 可能特效才是主演……
2010190, 一碗不怎么萌的鸡汤。
369795, 值得鼓励，还有待进步
1616027, 至少比《致青春》好看
733703, 情节拖沓，主题被冲淡
545599, 珍惜现在拥有的一切。
181332, 友谊的小船说翻就翻。
1616076, 没有什么情节啊~~~
610218, 天雷滚滚，三观皆碎！
970171, 一到文戏就尴尬症发作
1616062, 郭敬明是个成功的商人
919333, 没《疯狂的石头》好看
589117, 文化侵略，是需要钱的
181195, 我居然看睡着啦。。。
1194375, 殿堂级段子手拍电影。
90984, 心疼男二，画面挺美的
1869854, 呵呵呵呵惊破天笑死。
589168, 电影被烂名毁了。。。
1510503, 有些地方很好笑 没了
1869757, 除了特效其他一无是处
90963, 画风很美，剧情一般。
1615984, 郭碧婷的鼻孔好销魂啊
442118, 音乐不错，剧情太扯。
1869876, 剧情还能在烂一点吗？
733784, 剧情一般，特效还不错
970465, 文戏尴尬，武戏不错。
970423, 两星半，不太合理感觉
2010517, 特别适合小学生观看。
2010536, 闪电真的快笑抽。。。
442324, 都给何老师 不然……
1375996, 乌尔善拍的最好的电影
1616208, 三颗星为俊男美女吧。
181385, 说不清楚，只能打打打
919290, 没有想象中那么搞笑啊
369701, 喚醒真我 只在須臾 
2010339, 除左树懒那，其它无感
442213, 何老师我是冲着你去的
970317, 感谢中宣部，感谢党国
705128, 特效好看，演得真尴尬
181407, 除了美队还都挺喜欢的
705125, 特效还行，剧情有点扯
1615593, 我居然把它看完了。。
919547, 刘凯旋电影院一起看的
91267, 天神竟然输给了一条鱼
705281, 不是大片 没有彩蛋😅
1510925, 后半部分还是挺好看的
1301929, 不想看陈坤演任何角色
1615661, 说实话吧没有小说好看
1615658, 给年轻人看的，我33
2009739, 肯定是我太蠢 不會看
1615631, 真的是PPT哈哈哈！
91235, 三星半，美术配乐好评
1870377, 画面超叼  剧情超烂
180712, 小蜘蛛和蚁人真有意思
733550, 没有情节，只有科幻。
529320, 有泪点有笑料，还不错
91359, 论一个备胎的悲惨一生
1511025, 功夫正式成为星爷绝响
1615473, 最后走秀那  好感动
1301955, 情节可以再曲折复杂些
705215, 美术特效动画游戏片。
1869967, 只看出来美腿很hot
1615824, 随便看看其实还可以。
1510632, 比预期好 还留泪了😢
442051, 故事讲得还行，就酱。
1104326, 一大帮人才制服了洛基
1302001, 演技还行，特效不够…
91042, 看完觉得三观极其不正
180948, 《把盾牌还给我爸爸》
180934, 1和2没看过就来看3
441952, 2015.07.12
180929, 圣母万岁，真爱无敌。
638191, 可以当恐怖片看...
1301956, 求陆川心里阴影面积。
1870045, 特效不错，剧情无语…
919472, 没心没肺 笑过就够了
1615790, 拯救了《富春山居图》
1510671, 完了 我要爱上邓超了
1104374, 世界都是美国人拯救的
1104878, 阿就看看场面特效了~
1871506, 广告 太多 太恶心～
1872779, 其实我也是红牛车队的
1613357, 于是我也去贡献票房了
1872812, 看特效不错，剧情一般
732935, 前半部不错，结局太烂
1613433, 作为一部时装片来看。
179017, 一般般。斯嘉丽帅爆了
920384, 感觉黄渤演的挺好哒~
92929, 画面一流，剧情三流。
440589, 春夏秋冬流水般的爱情
1872737, 全片爆的我头都晕了。
178984, 呃。不如想象的好看啊
920437, 没有特别好笑啊。。。
1872930, 感觉，剪辑剪得不好！
178920, 好吧，没什么感觉……
705773, 两星给特效一星给舒淇
1513173, 廉颇老矣，梗亦老矣。
920372, 本色演出之……全体？
1203252, 期待太多，气压太低。
1301554, 特效不错，故事无趣。
92823, 孩子看完说后面有点黄
440712, 不管怎样，提一下分吧
1194533, 只是觉得结束的太快。
371467, 效果很好，剧情不好。
609798, 有着大圣娶亲的影子。
1272550, 还行 能看 舒淇略帅
920367, 总是没习惯看完就添加
1613495, 单纯的视觉美，剧情渣
1352326, 故事节奏和人设有问题
1512963, 宅家陪妈妈看喜剧系列
1512987, 160208@新世界
609777, 爱嘛，博人一笑罢了。
1105291, HERO太少啊 朋友
1872947, 精魄天也几把绝了。。
2007154, 教父和绝命毒师哈哈哈
1513564, 没有睡着，就算不错了
1612928, 我怎么觉得还不错。。
93292, 画面很美，剧情很烂。
1873426, 战斗火爆 找不到逻辑
1513523, 六百年前那张画好美啊
705855, 吴亦凡演技有进步，恩
1513535, 很低幼化的……无语啊
1612973, 只是喜欢里面的鞋子。
1194599, 有点做作，但已很不错
1105516, 并不是特别的如期所盼
1612954, 没有传说中的那么差。
589766, 每次都想说，扯犊子呢
1301263, 还行吧   特效还好
1513676, 特效不行 剧情还凑合
529702, 浪费时间......
1232885, 心灵鸡汤太多 有点腻
1612889, 影院版都删成什么了！
93250, 画面壮观 剧情太单薄
1873126, 这次的编剧让人失望。
1613132, 顾里演得相当不错啊。
1613111, 好像没有太差的样子？
1613175, 无法接受杨函数。。。
1352397, 剧情真的很无脑!!!
1613016, 用来YY还是不错的。
1613009, 也没有那么差嘛我觉得
1232890, 去年看的 应该还好吧
1513396, 感觉比西游强点儿~~
1105471, 真的比预想的差很多。
1140093, 对这种有点欣赏不来😅
1614254, 三分全给郭采洁！！！
1512309, 盛名之下，其实难副。
1871794, 中国元素是硬伤！！！
1512293, 难以相信是星爷的作品
1614316, 挺搞笑的，何必认真呢
1871760, 没有帅男主差评！！！
92238, 女主三观跟我差太多了
1871878, 进影院看记得带个袋子
371146, 马脸的孙悟空接受无能
1272277, 问舒淇和陈坤谁更性感
589511, 纯美国英雄式的电影！
92332, 画面美 剧情不谈了 
1512234, 2016.02.19
920000, 没有爆笑，图个乐呵。
179855, 撕逼大战，都是套路。
1614471, 结尾的歌舞很可爱啊。
2008483, 这是给大人看的动画片
733230, 可以一看的爆米花电影
638265, 说好笑但是又有点可怕
1512065, 【2016.3.3】
847554, 看了，并没有想起谁。
179839, 不如想象中那么好看！
1614366, 看完只记住了唐宛如。
1375484, 一睡定乾坤，3.5分
92206, 画面美，情节逻辑性差
179771, 为什么分这么高。。。
609925, 几乎看不见港片元素了
1301683, 特效不错，演技浮夸。
1512156, 欠星爷的不是这样还的
441177, 仅仅是支持一下何老师
1614111, 最好看的是片尾的mv
609826, 文章是最多余的。。。
1512712, 老太婆的鱼尾巴才漂亮
1613796, 比我想象中好很多嘛。
609819, 大话之后，再无西游。
1105146, 可惜没看3D的。。。
2007789, 很可爱的政治正确电影
92571, 画面一星，主题曲两星
179327, 美队一直不是我的菜啊
920262, 基本没被戳中笑点……
1512815, 笑点就是徐克和文章。
705698, 这彩蛋还挺有意思的。
179233, 美队竟然要黑化了⋯⋯
1512843, 娶美人鱼没有性生活啊
92703, 台词剧情尴尬 画面美
92670, 没那么好，也没那么烂
1872345, 太长了没尿点只打哈欠
179279," 美队的""灰化‘之路。"
1105184, 各种英雄主义碉堡了！
1512788, 林允的演技真是尴尬~
92705, 嗯，画面精美三观不正
1105098, 典型的美国英雄主义啊
179514, just so so
179508, VIP影院看的...
179586, 小孩子打群架抢飞机 
441001, 几个男生也是挺拼的，
1512492, 有点生拼硬凑的感觉。
733069, 只想吐槽吴亦凡的演技
440886, 嗷，女主还是挺萌的。
1512579, 不期待太高就觉得还行
179446, 性价比超高的一部漫改
638300, 其实我很想给三星半的
920191, 不算是看过的经典喜剧
1872104, 赤裸裸的植入广告。。
1533189, 一些很搞笑一些很尴尬
1609272, 适合女生看看，偏友情
171366, 泽莫男爵，你的胶水呢
1354843, 只能说比九层妖塔好看
171349, 太一般了，三观有问题
591434, 给个三星也都有点勉强
99473, 画面不错，很像宫崎骏
1885224, 论健忘症患者的日常。
1603583, 没有那么不堪吧？笑~
591423, 一万年太久，只争朝夕
730403, 一般般，笑点有点。。
435264, 单纯来支持下何老师~
1108888, 只是不爱看打群架而已
730351, 全片唯一亮点蜘蛛精。
171221, 团队内讧，不如前几部
1520746, 兩星半 環保主題加分
1603354, 哪有那么差？！。。。
435216, 简单的电影 是挺纯的
171335, 赤裸裸的秀肌肉 无耻
730373, 特效还行～故事单薄～
1603477, 看看就好，何必較真。
1224553, 他不能给你指明方向.
171306, 2016.05.22
707795, 特效还行，仅此而已。
435378, 好了 我是来看峰峰的
707800, 没啥感觉，也没怎么笑
171501, 我可以说我看睡着了么
99294, 十年等来的还是值得的
1298891, 一般吧 中途多次出戏
1885168, 一般情况，感觉被过誉
1885091, 画面很美，故事狗血。
1603699, 看完以后连剧情都忘了
377757," 国漫来说,已经不错了"
1298713, 剧情一般，特效还可以
435000, 颜值很高的一部电影。
1202328, 表示很多情节想不通。
1885868, 居然木有很喜欢...
1521051, 还是很周星驰，有泪点
99824, 这故事我好像看不懂。
170932, 当真无趣  审美疲劳
1603017, 不自然，人物性格单一
924099, 我想去清邁!!!!!
1137726, 我想说队长同学弱爆了
924071, 两个男人在电影院看的
1885936, 没有你们说的那么好吧
814525, 每次都得睡上一小会 
1885951, 期待过高了、、、、、
378064, 儿童片吧 国产的进步
1603336, Plan B ...
608149, 善有善报，恶有恶报。
1108942, 一直忘记打分了=L=
1885627, 我还是最喜欢言叶之庭
1275227, Diablo即视感。
378129, 怎么说，有进步。。。
1520927, 星爷的巅峰已经过去了
814465, 得找个人一起去看呢~
1885753, 故事讲的还不是那么好
814444, 拿不到奥斯卡是应该的
171100, 冲着话痨蜘蛛侠给三星
1195260, 这帮装逼犯- 琛哥语
1520862, 还算很轻松的观影体验
1520865, 环保儿童片 渣特效 
730587, 妖气太重，剧情混乱。
1232345, 我竟不知道这就是结局
98785, 女主有毛病 画面好看
923525, 我的笑点难道被封了？
1274911, 真的有点一般般………
1202451, 叙事散乱 偶有金句 
608352, 其实没怎么觉得搞笑~
1519922, 这是一部神奇的电影！
98846, 画面很美，故事很烂。
1519966, 个别场面忒血腥...
98799, 2016.7.19 
172072, 小蜘蛛萌萌的、贱贱的
591247, 如来神掌 楚原&古龙
98612, 其实画面还是很精致的
1604530, 2014-05-30
591177, 喜剧的外衣悲剧的内核
668931, 大话之后，再无西游。
172310, 对这类型片子真是无感
1604417, BGM还行，over
172245, 行吧，也就那么回事…
172233, 果然还是喜欢钢铁侠啊
963960, 剪辑不行，有些挺搞笑
172224, 还行，不过有点看厌了
1520022, 无厘头笑得我肚子痛。
1603930, 小说里好多情节都没有
1520262, 炒冷笑料，看得尴尬。
814172, 很是精致，但看完无感
923727, 2012/12.24
171777, 前一小时可以不用入场
99047, 最喜欢灵婆那些片段。
171776, 好玩，但是挺无聊的。
730508, 故事情节紧凑，能看。
1520313, 这不是我认识的周星驰
1373653, 3D不错，剧情一般。
171623, 好学生跟好学生群殴。
1354759, 3星给渤哥，特效不错
171601, 感觉是美队大战钢铁侠
543705, 一部把彻底看哭的喜剧
923736, 竟然还看了两遍。。。
1884833, 二次元版触不到的恋人
98943, 价值观传达的不正面呀
814082, ………我可能是完了。
608294, 恐怖，丑陋大过幽默！
1998361, 202nd ＜9.2
435623, 至少何老师很努力啊！
923664, 喂？电梯里有两2B！
1299046, 害行吧，妹有看过小说
1274962, 格局啊，格局啊，哎。
1520040, 张雨绮一出声就出戏。
435664, 差不多吧，没啥感觉。
1202432, 钟汉良的设定太逗了！
1520208, 真的觉得邓超不错~~
1884626, 和秒速一样，不值这分
99031, 配乐四星 金士杰四星
1998311, 这高分是..什么情况
1195181, 车被骗走了，不能忍。
377453, 挺好的呀，支持国产~
1520128, 美女噱头的浪漫喜剧。
1202313, 个人感觉故事情节零碎
1998343, 看到一个训练日的桥段
1108689, 说好的超人和闪电侠呢
663534, 月下惊鸿，一万年矣。
169874, 纯粹看看效果....
639113, 虎头蛇尾~~经典不再
663697, 延续了星爷独有的幽默
100748, 论一个备胎的自我修养
729897, 不好看，没有什么内容
1195342, 逼格不够高，欣赏无能
1373147, 特效不错，故事一般。
1602003, 许多眼晕的长镜头。。
100836, 鼓起很大的勇氣才敢看
1137387, 就看超级英雄打打打呗
814934, 院线01/24/17
729945, 臭猴子和蠢秃驴的故事
607918, 一个恐怖的喜剧。。。
1521912, 我还了星爷一张电影票
170023, 你睡着了，三星差评。
607935, 吓尿了还以为是恐怖片
170102, 英雄太多，心疼斯塔克
170066, 这不是我认识的队长…
1995939, 一根录音笔拯救全世界
708205, 我低调，但是我不说。
379015, 就战衣那段比较帅。。
1887471, 没有想象中的那么精彩
1887495, 也就。。还好吧。。。
1887445, 对错过梗已经烦死了。
1521948, 2016.02.16
1298348, 三星半吧，勉强可以。
169991, 官方糖无敌。。。。。
645567, 其实怪我不懂星爷好吗
591797, 其实就是冲着黄渤看的
1601679, 里面的配乐还不错……
1995103, 和兔小妞一起看电影。
101109, 有心无力，有心无力。
962120, 以后还有机会。加油吧
1601664, 还好吧  有的挺搞笑
1195379, 诶 justsoso
101038, 还行，也是被感动到。
1601729, 诶。。。不能再给更多
924745, 十分给七分都算多了，
1887978, 真的，GET不到点啊
708331, 三颗星都是给舒淇的 
591877, 你在红楼，我在西游。
815209, 意外的三人观影，，，
169461, 为什么不用反浩克装甲
101165, 心！疼！湫！😭😭😭😭
101143, 中评，愧对一副好皮囊
101160, 绿茶婊的三角恋故事。
101170, 画面不错。情节？？？
962178, 没有想象的糟，还可以
434079, 其实我觉得还不错啊…
1887726, 我岁数大了看不懂这个
1298257, 没有黄渤发挥的空间啊
591813, 忒一般了吧星爷。。。
1887735, 所以这是一部恐怖片…
434085, 鉴于我的青春评以三星
815017, 尊重自己的观影感受。
1522229, 这片子是来黑全安的吧
1995343, 一部会记忆很深的电影
169561, 乱七八糟的，没剧情。
1601831, 有这么普通的数字吗？
543315, 可能对喜剧不是很来电
379270, 感觉我之前过分期待了
729818, 有些部分还是挺搞笑的
